,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,Maximum_A_L,RMS_A_L,Variance_A_L,STD_A_L,Kurtosis_A_L,RangeA_L,P_A_F,P_A_V,P_A_L,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V,ENt_A_L
11427,1,-3121,666,522.0426976,250601.447,500.6010857,18.63680891,-3.777039815,3787,176,3186,1072.516412,158368.8259,397.955809,12.54546927,2.107979896,3010,-792,990,342.9378816,61222.40405,247.43161490000003,8.825302463,1782,7067732.759,8739607.417000001,1201286.512,17441829,73618653,7526809,3.00154059,2.774249893,2.925569287
11428,1,-1434,171,254.9142319,41086.8689,202.6989613,23.00201159,-4.251981187,1605,215,1362,1027.1413,58703.350589999995,242.28774339999998,3.344387797,-1.6994357,1147,69,475,264.74241609999996,3967.24585,62.98607663,2.5918270569999997,406,983466.2601,7922635.182,362853.79799999995,4158801,67521232,4485667,3.147529745,2.011195915,3.1250980569999998
11429,1,-343,262,130.4488645,10884.05859,104.3266917,2.301656263,0.826158665,605,549,1392,1003.1201169999999,28623.40625,169.1845331,1.337576177,-0.523778208,843,128,445,265.42398280000003,2565.216553,50.64796692,3.22190785,317,113171.9818,4311963.91,301991.4546,1089082,64399998,4508793,2.385307746,1.563951568,2.559643032
11430,1,-1222,2242,429.7657611000001,181654.6736,426.20965920000003,12.62709158,2.5766604159999997,3464,-127,2735,1078.613382,94929.28296,308.1059606,17.67417001,2.563907037,2862,-2019,524,380.51227810000006,108105.37400000001,328.79381689999997,29.81690001,2543,7305745.063999999,5052652.396000001,3970832.791,11820711,74458037,9266534,2.720605959,3.379582713,3.087145418
11431,1,-353,737,175.1253569,28525.48999,168.8949081,7.394496416,2.213827886,1090,882,1294,1026.048161,3206.5935059999997,56.62679141,8.310057842,1.364356704,412,-19,554,194.23391180000002,7895.045898,88.8540708,5.7680511789999995,573,691324.2231,4404835.25,242007.9383,1962809,67377589,2414516,2.8382495860000003,2.900719775,3.056657365
11432,1,-2555,1535,476.123917,205926.4724,453.79122120000005,13.9123669,-2.060755375,4090,166,2813,1122.708152,115038.5313,339.17330560000005,15.55267874,3.142845748,2647,-1297,712,321.84278969999997,58240.40234,241.33048369999997,22.3663819,2009,4972620.19,10139372.55,1286810.558,14508415,80670310,6629298,3.117511218,3.142917925,3.013629817
11433,1,-90,20,56.05521831,563.4521484,23.73714702,1.183922733,0.962107418,110,941,1107,1018.7575310000001,715.6162109,26.75100392,2.159555538,-0.47590061200000006,166,-148,396,228.6717079,4930.109375,70.21473759,10.824015300000001,544,28385.41782,4432409.256,435036.3787,201100,66423482,3346608,2.962374633,2.925435849,2.60346737
11434,1,-707,414,173.53147230000002,22816.27515,151.05057150000002,6.019854785,-0.415429183,1121,352,1892,1024.9664699999998,54146.78687,232.69462149999998,3.971802508,-0.191095928,1540,-277,584,267.2500292,13845.07593,117.6651007,6.374174237999999,861,299150.5456,7765571.494,448308.1137,1927243,67235601,4571045,2.989768901,2.193011152,3.05182887
11435,1,-414,20,135.27506699999998,4478.402344,66.92086628,5.041751079,-1.495471334,434,794,1166,1007.2981960000001,3807.928711,61.70841686,3.520155845,-0.848957803,372,-366,455,296.72259249999996,10994.6814,104.8555263,20.58015991,821,100177.4376,4521678.72,539867.0415,1171158,64937578,5634835,3.022886428,2.710136895,2.970906755
11436,1,-1707,1272,430.83365769999995,163930.4763,404.8832873,7.751283607,-1.57987705,2979,470,2186,1038.464416,63037.225589999995,251.07215219999998,7.113166552000001,1.320872214,1716,-752,801,334.95225869999996,35403.40991,188.1579387,13.29769202,1553,3341962.3039999995,6098372.235,791324.6369,11879529,69018134,7180353,3.046495293,2.405646951,3.075702202
11437,1,-4757,1111,704.5404863,462192.7537,679.8475959,29.81063629,-4.776877915,5868,254,3578,1070.202281,179258.9412,423.38982180000005,19.60235216,3.500576353,3324,-1039,950,385.80411160000006,73751.68652,271.57261739999996,14.33183529,1989,9592969.505,8938646.104,1411897.916,31768147,73301307,9526068,3.33146134,3.091241316,3.1807807689999996
11438,1,-4565,272,630.8846715,348133.0381,590.0279977000001,42.88254815,-6.233680333,4837,549,3725,1128.903603,176250.3398,419.82179529999996,23.237605,4.002903484,3176,-1029,693,325.5157686,41182.31226,202.934256,23.1698044,1722,289331.4311,5452324.534,385073.1837,25472990,81563094,6781473,3.31671914,2.860147132,3.2964216360000003
11439,1,-2090,1858,404.0121633,161851.0408,402.3071473,15.77159232,-0.56316181,3948,284,2480,1059.562778,85331.03125,292.114757,9.520478331,1.9319209940000002,2196,-564,504,270.0192412,18030.007569999998,134.27586369999997,17.61630355,1068,1285714.5559999999,6426570.816000001,808540.2659,10446453,71851090,4666265,3.308803582,3.065662974,2.982179313
11440,1,-353,585,145.7356875,17128.87866,130.8773421,7.866831528,1.54227742,938,715,1823,1021.942406,27672.183589999997,166.3495825,12.67248728,2.7571887360000003,1108,-29,415,223.17327909999997,4530.452147999999,67.30863354,3.5417479989999996,444,785487.0066,4259555.85,500763.6716,1359289,66839442,3187604,2.826805247,3.0551413339999995,2.400945526
11441,1,-808,424,190.3100677,31937.90015,178.7117795,6.910177564,-1.7818757630000002,1232,460,3245,1059.95675,99807.01465,315.922482,36.45065838,5.224807685,2785,-405,940,291.4570884,29949.656010000002,173.05968909999999,7.29492215,1345,54089.76194,4327557.444,258062.4102,2317947,71904532,5436623,3.003157135,3.3984906319999997,2.599227774
11442,1,-4141,1464,649.1366863,397517.8428,630.4901607,23.50574023,-3.671361169,5605,-441,2823,1112.949228,166622.238,408.1938731,10.94830015,1.757562391,3264,-1722,831,397.7023659,111084.9529,333.2940937,16.76724124,2553,819359.4685,4421930.118,1140572.533,26968220,79273983,10122699,3.196778545,3.147481268,3.1275069460000005
11443,1,-3585,2949,932.0244012,858660.1072,926.6391462000001,5.0341693560000005,-1.07272775,6534,-225,4764,1320.2102220000002,611723.3662,782.1274616000001,9.594020407999999,2.411837522,4989,-1940,1841,567.1586804,245734.2773,495.71592400000003,9.829567212,3781,15637641.26,17218142.38,758104.0468,55594847,111549122,20586814,2.97054032,2.924669055,2.892957908
11444,1,-2535,939,485.13844670000003,217852.7148,466.7469495,10.65987422,-2.411219385,3474,127,2333,1053.340171,116357.5564,341.1122343,3.573704991,0.039844821,2206,-1485,1009,380.49193080000003,82328.78491,286.9299303,19.56767464,2494,6863616.256,9947780.931,1496056.372,15062996,71009633,9265543,2.8908942580000003,2.290040682,2.928038842
11445,1,-4454,2686,1040.134809,1066585.689,1032.756355,9.092974883,-2.415484506,7140,-1078,3450,1204.216336,336089.7185,579.7324542,6.792114767,0.861588435,4528,-1366,1425,411.23024269999996,104990.5771,324.0224948,10.88414528,2791,14262474.41,12108852.65,703335.5114,69240347,92808767,10823060,3.08107531,3.158339968,3.162984396
11446,1,-2616,1101,610.1410698,352028.1709,593.3196195,7.137166224,-2.171528061,3717,176,1950,1041.4543019999999,131624.0146,362.80024069999996,0.301449801,0.065366073,1774,-663,1198,371.8709243,65193.792720000005,255.33075159999999,5.2327657510000005,1861,7148426.3889999995,9434281.109,973330.7589,23825416,69416132,8850431,2.85580782,2.466510995,3.0376633980000003
11447,1,-1353,242,323.14683199999996,59387.07715,243.6946391,11.91595771,-3.025881437,1595,431,1509,1003.6259259999999,22580.90234,150.2694325,4.457394743,-0.227330489,1078,-79,722,293.1343815,11287.81812,106.2441439,8.26332176,801,2829276.434,5057361.82,682105.4351,6683128,64464960,5499377,2.676324314,2.465436809,2.959639628
11448,1,-252,-70,152.6152229,1765.014648,42.01207741,-0.40652193799999997,-0.44611746700000005,182,931,1088,997.1158957,573.798584,23.95409326,2.4734359969999997,0.49560321399999996,157,227,326,269.0151308,553.5153809,23.52690759,-0.739226463,99,224859.8022,4047150.409,281516.1387,1490650,63631367,4631625,2.5449489080000003,2.810693103,2.878016925
11449,1,-1161,656,333.7650043,71605.06226,267.5912223,4.030599362,-0.760142598,1817,549,1970,1008.4580900000001,52295.43359,228.6819486,3.872953102,0.73607349,1421,-366,613,277.7871262,12172.55859,110.32931880000001,15.24275793,979,1700216.28,5713165.125,460681.992,7129541,65087214,4938604,2.739830058,2.12791044,3.00658784
11450,1,-747,20,231.079667,15943.46777,126.26744540000001,5.122222467,-1.734686295,767,401,1186,996.5813988,32805.109130000004,181.1218074,2.7681982689999995,-1.7796765940000001,785,158,415,266.8444947,3435.2517090000006,58.61102037,0.667217342,257,833631.0446,5914548.754,462956.0008,3417460,63563167,4557183,2.186548545,1.926448749,2.863368957
11451,1,-424,-60,222.28332149999997,5989.734375,77.39337423,0.07128334,-0.47080934700000004,364,676,1186,979.3667117999998,12126.06934,110.1184332,1.131882065,-1.063845561,510,168,326,253.90127880000003,922.4782715,30.372327399999996,0.580434825,158,401141.9762,4037709.4489999996,253772.4514,3162232,61386186,4125815,1.8581498440000002,1.98480367,2.732131181
11452,1,-323,212,193.3179053,15808.72559,125.73275459999999,0.520996644,0.938248135,535,500,1411,996.5306851,41595.08984,203.94874319999997,-0.080639607,-0.440248939,911,138,366,237.56268909999997,2117.902344,46.020672999999995,0.581847192,228,383262.7424,5285077.569,187973.1707,2391796,63556698,3611906,2.51964091,1.851727335,2.86099329
11453,1,-2969,1404,669.0826276,414353.9053,643.7032742,7.5870215210000005,-2.018583579,4373,382,2284,1065.666891,105325.7634,324.5393095,5.350379887,1.3442022880000002,1902,-900,1198,406.2728263,91167.07983,301.93886769999995,5.364934983,2098,5596021.373,6299037.17,1088474.43,28650980,72681339,10563687,2.951475178,2.7368386389999997,2.993040372
11454,1,-2565,1454,512.7439053999999,251140.8428,501.1395442,13.66956957,-2.685467617,4019,205,2647,1066.906151,101996.5466,319.3689819,9.34298875,1.550808721,2442,-1059,871,324.4802334,46382.614989999995,215.36623459999998,19.89100776,1930,5935644.918,7017673.9120000005,531832.5364,16826004,72850479,6738395,3.2432849110000004,2.9845544810000004,3.17988754
11455,1,-1808,636,355.0340213,109784.9365,331.3381,14.75603585,-3.14326136,2444,450,1637,1085.329659,32706.06934,180.8481942,2.696736387,-0.0038233440000000002,1187,-851,653,298.89554510000005,28907.079830000002,170.02082180000002,25.30337958,1504,2409418.1969999997,5719709.409,581253.5382,8067146,75388190,5717667,3.0741881369999997,2.410770484,3.068013241
11456,1,-4717,1838,694.7479197,482017.2302,694.2746072000001,31.97817387,-4.698288645,6555,274,2882,1088.462125,118209.5076,343.81609560000004,12.27859271,2.242218128,2608,-227,1019,283.8967682,22636.8125,150.45535049999998,12.31121389,1246,9285782.217,8753048.109,511176.1105,30891179,75823987,5158232,3.335807765,2.741803233,2.89125193
11457,1,-4989,2131,772.1536946,592328.738,769.6289613,25.49159319,-3.304682133,7120,-58,4294,1111.800152,235318.1755,485.0960477,31.06789725,4.4480821619999995,4352,-1623,1029,407.5136692,87238.05443999999,295.3608885,25.38466644,2652,3391280.047,6607087.75,1688979.368,38158165,79110373,10628313,3.253095843,3.392447093,3.108576601
11458,1,-1757,1484,445.9391775,187592.6006,433.1196146000001,6.756418002999999,-0.588247277,3241,627,2931,1065.07835,74039.00757,272.1010981,34.74963239,5.247638114,2304,-2504,524,373.3689111,138085.7461,371.5989049,31.37636575,3028,2247144.668,5572430.521000001,3070860.0510000004,12727152,72601081,8921878,3.1260456569999997,3.2847654160000004,3.2812129619999997
11459,1,-393,212,105.71172479999998,9542.303711,97.68471585,1.736322893,-0.27023358199999997,605,539,1372,1011.9691050000001,9528.90625,97.61611675,11.41614145,-1.534444488,833,-524,970,346.1523102,39174.296630000004,197.9249773,9.276771655,1494,96447.84049,4669129.194,1606846.3190000001,715198,65541214,7668571,2.714923443,2.727466517,2.520842759
11460,1,-1949,2454,516.2196571000001,263905.5857,513.7174181,10.27136235,1.146053554,4403,156,2068,993.8548844000001,79955.4209,282.763896,3.233161806,0.073631341,1912,-623,1306,330.4617981,45196.0,212.5935088,12.39297371,1929,3281247.1010000003,3705905.79,675942.6882,17054895,63215842,6989120,3.260427148,2.9265911439999996,3.1919059260000004
11461,1,-757,1030,280.7355016,56857.517329999995,238.44814390000002,8.272533535,1.095280126,1787,245,1990,1042.447406,82128.88965,286.58138399999996,2.340701214,0.331860124,1745,-455,623,297.9912174,37191.70483,192.85150980000003,3.012084943,1078,795470.7039,5414195.071,2048495.69,5043995,69548582,5683121,2.9889186619999997,2.272523348,2.588004571
11462,1,-1131,222,279.1340964,39646.70313,199.1147989,7.59794074,-1.8840193230000002,1353,666,1607,1005.5084529999999,36137.85938,190.0996038,0.909475815,0.575422246,941,-227,495,239.2383095,15197.15527,123.27674259999999,1.3927175569999999,722,765889.0224,4241487.536,462016.268,4986614,64707024,3663038,2.846909889,2.085944418,2.855133847
11463,1,-2747,1595,576.5993517999999,313500.3584,559.9110272,10.24388934,-2.121530873,4342,-9,4617,1156.837864,278853.9521,528.0662384,30.74072773,4.669960346,4626,-2267,1000,416.3000908,127796.8767,357.48689029999997,33.8343284,3267,1667329.995,4865248.392,219749.77300000002,21277876,85649526,11091569,3.2196125639999997,3.273277783,3.1724152410000004
11464,1,-3818,1161,547.2738546,289095.1072,537.6756524,33.29016891,-5.028661398000001,4979,-19,2833,1124.7243,165521.4336,406.8432543,5.5223919729999995,1.258869807,2852,-524,2059,489.09917189999993,201533.4844,448.92480930000005,6.723767125,2583,3512448.7430000002,8671244.502,4332502.401000001,19168555,80960304,15309952,3.3499994660000003,3.224249791,2.8914537160000005
11465,1,-1363,434,247.0079389,44943.39819,211.9985806,16.32965455,-2.870358494,1797,284,1960,1023.5173269999999,76623.82813,276.810094,1.731102006,-0.000679786,1676,-356,2425,484.1162051,174282.2344,417.4712378,10.04925802,2781,627809.2601,7229001.705,6151206.37,3904827,67045614,14999584,3.027061798,2.424227925,2.8229152060000002
11466,1,-4313,2585,715.9965193,505650.033,711.0907347,19.97121676,-2.51735415,6898,352,4176,1164.73802,182642.4063,427.3668286999999,40.046442299999995,5.788794665,3824,-1702,871,349.44789039999995,92103.67943999999,303.48588010000003,20.88689298,2573,2839074.642,7707060.129,1799936.084,32809665,86823338,7815285,3.332116933,3.33873822,3.163216792
11467,1,-1131,1181,287.13106760000005,64888.0,254.73123089999999,12.31460741,1.08176619,2312,480,2441,1027.600261,73478.66187000001,271.0694779,10.98878114,2.297033288,1961,-762,722,327.1721164,47031.905269999996,216.8684054,6.463382813,1484,534088.4481,4679763.856000001,1258767.4009999998,5276432,67581587,6850662,3.0406543189999997,2.755518476,2.810401273
11468,1,-4979,2343,758.5165208999999,553526.4834,743.9936044,27.01961914,-3.719163132,7322,98,4539,1138.5433679999999,271377.8594,520.9394009,30.29976169,4.557450845,4441,-2247,801,433.6226398,131027.0313,361.9765617,32.36138977,3048,6588354.204,9680433.587000001,2208459.409,36822228,82961984,12033830,3.4161107569999998,3.360953565,3.318192128
11469,1,-1050,171,215.5805751,21506.04663,146.6494004,19.75898165,-3.590411673,1221,382,1441,1024.174324,26843.64038,163.8402892,4.120871923999999,-1.180419092,1059,-9,445,248.42003870000002,7036.923584,83.88637305,1.986547174,454,753550.4864,5075055.933999999,287259.5972,2974399,67131715,3949601,2.835208029,1.994739848,2.452325142
11470,1,-383,-50,210.94900890000002,4217.73999,64.94412976,0.07202359700000001,-0.401296869,333,696,1196,1020.5349699999999,9235.625,96.10215918,2.42291034,-1.1198075140000001,500,-49,712,259.89757599999996,18429.10938,135.75385580000003,4.548906706,761,477344.3582,4419001.231000001,1255772.229,2847967,66655464,4322992,2.253058723,1.918379945,2.119224172
11471,1,-626,80,295.9334543,20649.302490000002,143.6986517,0.03329951,-0.429812054,706,362,1372,1017.4118970000001,65579.03809,256.084045,-0.388213679,-0.722314565,1010,-108,920,279.3861016,30682.35059,175.16378219999999,3.820502532,1028,1010274.6690000001,5731741.892000001,1472827.0459999999,5604903,66248126,4995622,2.198937064,2.103994439,2.281268071
11472,1,-3535,1575,813.6249807999999,584536.4587,764.5498406,6.619449941,-1.807045431,5110,-215,2519,1103.758543,230526.4646,480.1317159,1.982739679,0.45338880600000003,2734,-198,1544,354.3855378,81390.61693999999,285.29040810000004,8.806822575,1742,12790352.25,10931641.67,3262630.402,42367079,77970107,8037703,3.011084523,2.794771056,2.706737448
11473,1,-2404,1848,532.1618938,252702.3906,502.69512689999993,11.29841068,-1.3677197669999999,4252,-49,3078,1081.065338,155188.1638,393.93928950000003,10.83328518,1.768307006,3127,-712,1069,324.06861729999997,48999.49609,221.358298,8.142914552999999,1781,5829541.567000001,9433778.623,1002112.223,18124562,74796945,6721310,3.302852135,3.1004186910000002,3.142773502
11474,1,-1131,585,325.2057522,101984.2148,319.34967489999997,2.7938968999999996,-1.548216025,1716,392,1715,1087.233193,72970.8396,270.1311526,0.724439376,0.067206189,1323,-504,544,297.94950289999997,29070.03809,170.49937859999997,8.500189902999999,1048,4306672.052,9636759.011,1319751.376,6768562,75652865,5681530,2.4075122280000003,1.806619771,2.593827704
11475,1,-3222,2575,831.9191198,682402.5564,826.0766044,8.489120242,-1.797793334,5797,-529,3098,1192.1338859999998,329060.2322,573.6377186000001,4.93912328,1.538728075,3627,-683,990,331.81908660000005,44631.89063,211.26261060000002,8.29955845,1673,10851530.32,12022361.69,820879.4911,44293723,90955725,7046650,3.213518548,2.85803899,3.2153051660000003
11476,1,-4989,3030,817.2287967999999,667310.6563,816.8908472,22.29081839,-2.7971606510000004,8019,166,3941,1156.827342,198893.3975,445.9746601,24.47887924,3.952254758,3775,-188,594,284.5094188,20406.544680000003,142.85147769999998,0.813948233,782,5211882.105,7545597.597999999,506623.8456,42743226,85647968,5180519,3.3518637119999997,3.2244164939999997,3.1753870269999998
11477,1,-4808,3242,1104.107926,1195893.277,1093.5690550000002,7.4429818789999995,-1.561379492,8050,-774,4754,1200.685566,482317.4041,694.4907516,12.1171581,2.076529365,5528,-1821,1712,492.80902419999995,169173.9353,411.3075921,10.81650863,3533,16360031.52,16073105.78,1178323.524,78019476,92265333,15543087,3.122838531,3.084469767,3.0851628310000003
11478,1,-1040,1959,339.64344819999997,100765.7869,317.43627210000005,27.23980714,3.897499873,2999,431,2774,1058.36843,97991.14038,313.035366,13.8574111,2.4570473919999998,2343,19,495,254.83260440000004,6284.871094,79.27717890000001,1.650741482,476,548018.4496,5314034.215,280531.6632,7382891,71689199,4156138,3.127631697,3.0528030860000004,3.00539301
11479,1,-2858,2454,662.5085966,419304.5134,647.5372679999999,7.207347165,-0.63743356,5312,-921,4274,1170.984015,292851.1211,541.1572054999999,19.96907023,2.6335396859999998,5195,-1504,1396,387.1536153,89133.37476,298.5521307,19.51382201,2900,4508005.7469999995,7345221.549,365859.2417,28090729,87757028,9592827,3.2722935019999997,3.34819728,3.185344138
11480,1,-858,1070,274.571968,63566.60132,252.1241784,7.163519035,0.87265272,1928,127,2588,1055.323114,151345.875,389.0319717,4.705620214,1.0048859190000001,2461,-277,544,290.4474996,15993.84277,126.46676550000001,5.456416882999999,821,1310541.567,8615348.635,598994.8801,4824945,71277240,5399024,3.149443991,2.74982789,2.9629546319999998
11481,1,-5000,3515,838.5301687000001,654595.2461,809.0706064,23.273245499999998,-1.757914288,8515,-676,4676,1132.956565,289363.4724,537.925155,32.70166047,4.470109804,5352,-1792,1039,382.2487941,89254.2478,298.75449419999995,31.46516844,2831,4794935.367,6747745.746,435165.3582,45000502,82149797,9351305,3.339616533,3.315525159,3.1426932610000002
11482,1,-1868,868,444.71105439999997,162558.9177,403.18595919999996,8.512594988,-2.2742920819999997,2736,421,1803,1050.951399,68747.38965,262.19723430000005,1.030508417,-0.179251495,1382,-405,712,254.369011,18384.4834,135.5893926,7.6206462770000005,1117,4458745.767,7688719.325,646429.6775,12657147,70687926,4141030,3.016080952,2.537389002,2.908450423
11483,1,-666,-50,290.94517310000003,12640.72559,112.43098140000001,2.246816675,-1.204697741,616,382,1245,973.3116151,29451.746089999997,171.6151103,1.491177821,-0.996575364,863,79,346,224.00129049999998,3216.33374,56.71272997,-0.38669553700000003,267,849677.1459,4400570.742,327578.4366,5417542,60629472,3211301,2.395179851,2.205996155,2.511395631
11484,1,-1909,1939,473.09778650000004,192232.0076,438.4427073,10.76455101,0.25466600699999997,3848,264,4215,1133.916092,250936.3513,500.9354762,23.48577773,3.9377100680000003,3951,-1000,613,304.5347373,46368.475589999995,215.3334056,17.611109399999997,1613,1638079.8269999998,5543763.197000001,492936.6814,14324577,82289005,5935450,3.0525106560000004,3.22034811,3.082996997
11485,1,-292,131,121.8748077,3742.991211,61.17999028,2.970708091,0.276701522,423,872,1107,1014.324876,1704.374756,41.28407388,1.7391239019999998,-0.9169675970000001,235,168,297,231.43273190000002,754.5056152000001,27.468265600000002,-0.363191169,129,140802.4132,4243415.695,243135.4959,950622,65846717,3427911,3.031609888,3.000294083,2.8556963189999998
11486,1,-2262,1414,553.0287628,283481.2178,532.4295425,6.783079797,-1.371869224,3676,166,3343,1104.998833,238043.1228,487.8966313,6.760801118,1.6463311809999999,3177,-1039,1059,390.4889363,84743.41382,291.1072205,7.276441403,2098,6731316.073,12654917.68,1673929.574,19573812,78145435,9758823,2.931987711,2.777208781,3.014298632
11487,1,-5000,2020,728.3316981,510347.4131,714.3860392999999,32.01452546,-4.602064417,7020,49,4441,1141.673005,247339.8818,497.33276770000003,32.08778123,4.839456698999999,4392,-1663,643,363.7123047,80138.63647,283.0876834,30.57787839,2306,248454.2892,4343302.619,325928.9338,33949892,83418704,8466345,3.413020487,3.272299253,3.291247324
11488,1,-676,1212,310.2669969,87190.07007,295.2796472,9.596575286,2.441055954,1888,-127,1578,1044.9411619999998,88023.27734,296.6871708,4.711833422,-1.7634808309999999,1705,19,653,284.19994610000003,12982.60522,113.9412358,4.401577907,634,2049114.388,6861033.06,712518.2829999999,6160999,69881730,5169255,2.792542835,2.968781915,3.008972786
11489,1,-2666,1878,507.85007939999997,252359.1248,502.35358539999993,13.23984892,-1.785923451,4544,-676,3901,1125.1701890000002,270908.1853,520.4884103,14.59144032,2.2460852719999997,4577,-1287,1128,366.05201560000006,60832.28101,246.6420098,24.40612861,2415,5096817.826,8922612.535,915231.7742,16506349,81024509,8575621,3.230138038,3.2606293410000005,3.297736132
11490,1,-3505,1252,728.5252762,504011.7185,709.9378272000001,7.362141457000001,-1.9642263469999999,4757,-431,3078,1114.184736,334865.6094,578.6757377,2.084649801,0.40024898700000006,3509,-297,950,354.1361408,48977.436519999996,221.30846459999998,1.752776009,1247,9876148.818,17170028.3,610992.3185,33967941,79450088,8026394,2.920088616,2.592988547,3.066979841
11491,1,-3787,1696,678.5295222,447710.8818,669.1120099,14.20839639,-2.9215245789999997,5483,-617,2950,1173.005488,302645.875,550.1325977000001,3.04980395,0.47067637100000004,3567,-1782,1128,411.62834039999996,107164.2478,327.3595085,21.47597377,2910,12561120.66,17187170.32,1465049.7480000001,29465748,88060280,10844025,3.046018812,2.7233744260000003,3.139647538
11492,1,-2101,313,497.94215589999993,194375.8416,440.88075660000004,9.277236835,-3.027832778,2414,313,1745,1041.429809,65012.53882,254.9755651,1.4858725869999998,-0.5816689429999999,1432,-396,891,294.0250574,26080.708740000002,161.49522819999999,7.432021304,1287,705793.0702,4991359.219,348676.9944,15868569,69412867,5532847,2.458033854,2.0709618030000003,3.128957551
11493,1,-626,414,260.4670685,49887.09375,223.35418900000002,0.813936668,0.308745328,1040,333,1794,1045.176293,80263.16967999999,283.3075532,1.370475326,0.39291467700000005,1461,-99,683,265.19653680000005,12376.16382,111.2482082,5.6281985489999995,782,456290.6752,6239497.304,385579.26700000005,4341958,69913183,4501069,2.666625576,2.068841637,3.015663286
11494,1,-1616,1888,383.1506313,139648.3037,373.6954692,14.87769807,0.893141066,3504,235,3774,1120.267574,145729.7021,381.74559869999996,38.126942,5.613265907000001,3539,-683,643,293.4336861,20990.642330000002,144.8814768,25.91844273,1326,1604475.2680000002,8899601.355,314481.4961,9395482,80319964,5510613,3.289249175,3.327479991,3.180518091
11495,1,-2666,1909,531.3216275000001,272829.908,522.3312244,11.69719893,-1.5424040980000002,4575,323,2147,1087.430249,74189.08568999999,272.3767349,3.879476359,0.986928769,1824,-792,495,276.484092,24793.788819999998,157.46043569999998,25.08682122,1287,5259083.544,7180277.65,767150.1611,18067371,75680291,4892381,3.160403123,2.9029782330000002,3.2778751269999997
11496,1,-2282,2212,543.5467005,262336.0759,512.1875398,13.44514467,-0.613386083,4494,245,3774,1073.1336410000001,161715.1836,402.1382643,33.16496217,4.860260533,3529,-1227,920,329.72389019999997,48063.38965,219.2336417,30.41725625,2147,4488364.291,7405549.51,412995.0626,18908353,73703412,6957942,3.095276512,3.2337274710000004,3.1911528860000002
11497,1,-5000,3474,1128.041368,1251907.494,1118.886721,9.305004898,-1.782362155,8474,-764,4676,1196.156645,452484.2725,672.6695121,12.99342662,2.508415568,5440,-811,1613,423.11973780000005,104688.8818,323.55661299999997,5.5495431260000005,2424,8001460.505,10688976.21,456396.205,81438549,91570606,11457940,3.139427273,3.1972300039999997,3.141382435
11498,1,-3666,1656,601.8235440000001,350005.48799999995,591.6126165000001,19.94404322,-3.395425313,5322,392,3235,1071.1188220000001,127195.5313,356.6448251,21.39049596,3.47252573,2843,-1534,772,365.7671305,74569.41309,273.0740066,25.91113953,2306,7395764.118,8596789.38,1158422.5990000002,23180261,73426914,8562278,3.371301403,3.08166807,3.259487163
11499,1,-373,10,167.47942969999997,4222.542725,64.98109513,1.415340405,-0.66772574,383,754,1176,997.7641254,4761.859375,69.00622707,1.749045346,-0.868601988,422,118,376,277.9101417,2252.204834,47.4574002,1.2662658629999999,258,154154.447,4445174.201,447713.465,1795159,63714128,4942979,2.9794353719999997,2.624108425,2.6438098009999997
11500,1,-838,575,278.52165539999993,51269.52734,226.42775299999997,3.469531711,-0.027353772000000002,1413,480,1833,1016.381434,51879.061519999996,227.76975550000003,4.265250865,0.881314622,1353,-1247,772,357.1151119,58386.85717999999,241.6337252,21.83757845,2019,492075.2074,5780161.09,1800656.7419999999,4964756,66113998,8161997,3.0006251,2.5583369830000002,3.21740502
11501,1,-3494,2323,611.6205292999999,357313.4685,597.7570312999999,17.72654827,-1.9761065009999998,5817,-549,3225,1139.7368119999999,261275.7773,511.15142310000004,6.298512005,1.192627505,3774,-1356,1237,365.7878056,71222.56934,266.875569,20.68393339,2593,5294090.774,12786623.66,745635.7689,23941099,83136000,8563246,3.14818075,3.0230831910000004,3.229124309
11502,1,-4939,2101,1044.639658,1053557.162,1026.429326,13.06574132,-3.1218647880000003,7040,-754,3764,1244.141239,429349.8318,655.2479162999999,7.034328766000001,1.896246005,4518,-1504,752,407.78061660000003,112257.8398,335.04901110000003,19.73228107,2256,2706276.3660000004,8087953.214,993178.6909,69841409,99064795,10642242,3.085453914,2.923639034,3.064208657
11503,1,-3222,1909,555.0181585,304838.7656,552.1220568,17.42405077,-2.124107538,5131,-68,4088,1127.678402,238926.2732,488.80085230000003,22.14519778,3.634993899,4156,-831,564,292.4998397,28121.03809,167.6932858,23.59903271,1395,642527.3496,5691718.512999999,440391.3413,19714890,81386149,5475594,3.366095407,3.2026048780000003,3.086529002
11504,1,-505,787,237.2025769,40175.725589999995,200.4388325,5.147157723,1.242631829,1292,529,1980,1031.978326,40740.38843,201.8424842,7.372037085,1.122624305,1451,-168,386,241.45244100000002,6158.413086,78.47555725,8.295624959,554,425508.42100000003,5039946.857,326210.9622,3600964,68158673,3731154,2.93344452,2.796497133,2.931927667
