,0,RMS_A_F,Variance_A_F,RangeA_F,Minimum_A_F,STD_A_F,RMS_A_V,Variance_A_V,RangeA_V,EN_A_F,EN_A_V,EN_A_L
11612,1,262.53821150000005,46613.42188,1524,-777,215.90141699999998,1036.4885960000001,41004.59351,1402,4411284,68755751,8915790
11613,1,346.057618,115778.9961,2696,-686,340.2631277,1060.60344,28605.21777,863,7664376,71992298,3487727
11614,1,376.5728474,141271.6208,2282,-1373,375.8611723,1162.961642,181958.6475,2019,9075655,86558706,6030709
11615,1,607.7748478,365555.94700000004,3716,-1929,604.6122286,1180.4528,248568.8125,2078,23640977,89182004,7459149
11616,1,703.0820765,474133.7725,3252,-2010,688.5737232999999,1301.949758,315365.988,2274,31636762,108484683,9458234
11617,1,344.5270082,10180.08765,525,-666,100.8964204,978.4375779,19105.70313,715,7596727,61269766,1141808
11618,1,280.6201559,10536.92358,525,-595,102.6495182,989.1234281999999,22370.09375,814,5039851,62615370,1783859
11619,1,606.9763690000001,364537.4648,3494,-1020,603.7693805,1024.796619,15505.911869999998,824,23578900,67213319,5931217
11620,1,202.0397934,28111.038819999998,1080,-525,167.6634689,1021.9983869999999,20684.548580000002,667,2612485,66846765,4806904
11621,1,195.83491130000002,33247.99609,1201,-535,182.3403304,1039.967946,58622.33179,1441,2454484,69218133,7357968
11622,1,455.0433358,206833.7773,3666,-1545,454.78981669999996,1056.473334,62754.413089999995,2294,13252124,71432698,8623723
11623,1,249.90266859999997,61710.4834,1474,-454,248.41594840000002,1027.402778,27170.334960000004,1343,3996886,67555614,7637850
11624,1,234.10674649999999,48905.80859,1757,-838,221.1465772,1004.772907,28168.78809,1147,3507582,64612390,10654068
11625,1,93.13036897,1619.8903810000002,202,-202,40.24786182,1016.832183,484.8349609,127,555089,66172652,2822391
11626,1,66.81621248,689.8398437999999,141,-111,26.26480237,1019.7931619999999,151.76464840000003,59,285722,66558598,2945741
11627,1,57.01754116,1276.3085939999999,161,-121,35.72546142,1016.1538390000001,185.6210938,69,208064,66084392,3163941
11628,1,208.88644490000001,38338.71069,1727,-1303,195.8027341,1030.866679,18297.919680000003,971,2792547,68011911,7108238
11629,1,468.63328550000006,199656.7646,3504,-2343,446.8296819,1080.18726,69842.85522,1206,14055498,74675489,4644118
11630,1,586.9069746,310987.9509,4251,-2272,557.6629367,1076.857305,148591.4063,2373,22045427,74215786,8766818
11631,1,407.29856980000005,128304.6094,2666,-1939,358.196328,1026.86565,44490.874019999996,1147,10617096,67484996,2823365
11632,1,466.71734289999995,176164.4412,3221,-2424,419.7194791,1073.6448289999998,105288.9023,2009,13940805,73773646,5988087
11633,1,300.9221245,81157.24609,1393,-858,284.88110869999997,1085.5301630000001,58912.54467999999,1314,5795464,75416047,4626096
11634,1,952.0808051000001,899874.0583,8201,-3868,948.6169187,1241.133353,619531.8594,5823,58013303,98586368,12881860
11635,1,405.246607,140325.585,2807,-2040,374.6005672,1027.726374,56033.99121,1040,10510388,67598176,4824475
11636,1,233.6327246,3140.339844,262,-393,56.03873521,1001.057925,5426.725586,382,3493392,64135486,1849336
11637,1,542.3179562000001,262973.0603,3888,-2979,512.8089901000001,1066.006383,151716.5212,1755,18822961,72727655,3991252
11638,1,707.2601073,479691.8201,6191,-3070,692.5978776000001,1196.9292679999999,507646.5544,7029,32013879,91688939,7361773
11639,1,884.1734663999999,754589.2568,9040,-5000,868.6709716,1170.698743,332779.49,5803,50032814,87714275,4134106
11640,1,278.89256439999997,21300.569340000002,777,-535,145.9471457,1014.5852679999999,25473.200930000003,824,4977988,65880529,1915533
11641,1,618.4175622,324434.5693,5080,-2818,569.5915812000001,1112.715288,225847.7969,3695,24476178,79240660,3826910
11642,1,283.70032599999996,77666.92871000001,1453,-797,278.68786969999996,1064.88971,138672.1006,1980,5151096,72575366,4712194
11643,1,469.4163098,217784.033,2595,-1333,466.67336860000006,1235.74163,231159.7344,2206,14102507,97731672,6671560
11644,1,576.7278522999999,322885.0427,2827,-2050,568.2297447000001,1281.8960630000001,340484.9568,2676,21287361,105168481,7950352
11645,1,364.5355778,30426.178710000004,1020,-1010,174.4310142,1012.04875,71575.16967999999,1372,8504716,65551531,1625174
11646,1,924.7690421,784873.3711,7312,-4989,885.9307936,1236.024512,409780.7881,3578,54732658,97776422,16326478
11647,1,574.8642231000001,295861.249,4837,-2696,543.9312907000001,1041.805067,187571.9373,2441,21150008,69462899,8093447
11648,1,744.7692176,530762.6318,7676,-4565,728.5345783,1196.581348,364621.0759,6372,35499596,91635643,5123394
11649,1,395.31251480000003,154242.7634,3111,-1111,392.7375249,1081.919648,26185.0625,784,10001407,74915208,5089133
11650,1,760.4797622000001,574792.9365,7847,-4979,758.1509985,1135.193548,192357.2322,3735,37013086,82474521,4075054
11651,1,855.2393214,673646.6443,7433,-3898,820.7597969,1201.259118,181262.7021,2920,46811795,92353502,7702441
11652,1,759.3347313999999,541707.8357,7170,-3686,736.0080405,1145.104253,222371.5,3393,36901711,83920880,7786072
11653,1,251.34833270000001,14906.52124,565,-515,122.0922653,992.3656631000001,41250.57397,873,4043263,63026535,1544629
11654,1,357.3665835,72294.77246000001,1706,-878,268.8768723,1134.700642,192743.0017,2725,8173496,82402915,1706449
11655,1,293.76396239999997,16063.98413,605,-575,126.7437735,1002.0523699999999,38464.939210000004,1049,5523025,64262973,1396957
11656,1,197.27855469999997,6220.017334,393,-383,78.86708651,1031.230257,8064.871094,598,2490805,68059894,2238553
11657,1,272.3370212,70452.16967999999,2019,-838,265.428276,1051.5037220000002,24482.53687,706,4746717,70762245,2922149
11658,1,678.8176071,446378.3398,5868,-2909,668.1155137999999,1238.054409,415926.0586,5205,29490774,98097838,18232758
11659,1,572.8475201,320666.624,3070,-1868,566.2743364,1223.831369,225026.6943,2225,21001874,95856846,7608380
11660,1,537.1514568,267678.5225,2807,-2050,517.376577,1229.686679,243162.28100000002,2059,18466028,96776277,9799263
11661,1,232.99802169999998,52664.239989999995,1524,-373,229.48690589999998,1027.836069,6750.685303,412,3474437,67612607,4377744
11662,1,187.447576,32186.746089999997,1271,-474,179.40665009999998,1006.981349,2981.1875,304,2248742,64896732,4659891
11663,1,75.88200132,5521.206787,444,-202,74.30482344,1011.3065029999999,1693.749023,304,368517,65455414,4537657
11664,1,161.8019623,9571.109375,464,-414,97.83204677,1052.9780759999999,29598.954830000002,1020,1675512,70960821,4334142
11665,1,559.2997296,275143.8037,4746,-2595,524.5415176,1023.438918,140647.1563,2696,20020236,67035342,6141354
11666,1,780.0558774,575652.5994,7463,-4181,758.7177337,1122.970426,215779.988,3147,38943179,80708005,3517179
11667,1,461.69856239999996,198143.9961,3393,-1949,445.1336834,1085.3407300000001,90702.1084,2020,13642596,75389728,6236565
11668,1,478.71306969999995,213057.0408,2242,-1525,461.5810230000001,1206.741105,192777.8428,2000,14666637,93198342,17954784
11669,1,694.8336019,461836.6482,5029,-3474,679.5856445000001,1280.6384460000002,398446.9451,3892,30898799,104962229,13398524
11670,1,304.3492546,92627.99609,1847,-666,304.3484781,1038.6284150000001,22511.038819999998,794,5928222,69039935,3051884
11671,1,481.1169784,206336.4353,2585,-1666,454.2427053,1210.252434,231257.7693,2402,14814307,93741501,9247505
11672,1,642.1116166,396592.3552,4201,-2040,629.7557901,1296.9091859999999,307510.2969,2273,26387669,107646300,8263828
11673,1,338.4681253,79375.1189,2130,-1565,281.7359027,1046.318061,62684.22827000001,1638,7331883,70066015,4651550
11674,1,782.8863363,586071.3611,7676,-4969,765.5529773,1107.414112,238920.115,4098,39226305,78487425,9175959
11675,1,872.8190498,710652.3086,8929,-5000,843.0019624,1151.4620869999999,346507.2969,5028,48756038,84855356,8458168
11676,1,697.5627324,430654.1248,4908,-2888,656.2424283,1219.128666,450300.6111,4587,31142001,95121581,2965774
11677,1,555.6820696000001,297691.8398,3928,-2464,545.6114367,1089.130882,46749.90405,1186,19762084,75917189,3896791
11678,1,460.3555182,196547.3279,2736,-1494,443.3365853,1195.843942,199711.1619,2000,13563341,91522735,5940773
11679,1,475.1500914,209041.8455,3019,-1575,457.210942,1147.935341,138189.8533,1706,14449127,84336355,6293288
11680,1,385.3609307,107351.1208,3069,-1797,327.644809,1037.593377,46597.03491,1529,9504195,68902401,2829883
11681,1,174.7806661,16990.58984,797,-474,130.3479568,1032.350927,31459.4375,863,1955090,68207900,2710569
11682,1,283.3445065,74030.75952,1969,-727,272.08594139999997,1075.048742,7182.208740000001,353,5138183,73966707,2437017
11683,1,433.3327784,182518.78100000002,3453,-1262,427.2221682,1138.142634,127077.8906,1588,12017747,82903594,7282352
11684,1,267.961751,4105.964844,374,-414,64.07780305,1031.4015570000001,17356.075930000003,814,4595424,68082507,2050444
11685,1,613.5467712999999,303531.2029,4535,-2929,550.9366596,1036.056926,167615.6326,2383,24092137,68698493,7653057
11686,1,572.1830591,281443.5115,5039,-3292,530.5124989,1118.976129,180462.0681,2823,20953181,80134885,6193597
11687,1,912.5580375,800345.2947,7625,-4131,894.6201957999999,1222.348297,478417.8298,5930,53296779,95624663,14757495
11688,1,498.2276086,224331.5225,3312,-2252,473.63648770000003,1060.886562,124886.4587,2118,15886768,72030739,5717992
11689,1,213.8868349,5766.325928,363,-353,75.93632812,1024.868444,10624.595459999999,509,2927845,67222741,1929795
11690,1,278.8925925,16160.77319,788,-818,127.1250298,1004.630584,40688.32983,1088,4977989,64594087,1737317
11691,1,497.0009903,189926.322,3059,-2292,435.8053717,1064.42254,128740.8281,2314,15808639,72511702,3501092
11692,1,343.29249100000004,85376.56812000001,1827,-1262,292.19268999999997,1067.5408949999999,62588.77734,1304,7542383,72937188,2485752
11693,1,205.72155790000002,16092.54468,545,-404,126.8563939,1073.111517,21566.10913,647,2708567,73700373,2996725
11694,1,580.9043998999999,318924.1599,4070,-1838,564.7337071000001,1112.67057,60844.70288,1078,21596795,79234291,8691562
11695,1,209.5717732,36107.42554,1151,-545,190.01953989999998,992.2192534,28656.751710000004,1392,2810901,63007939,18548399
11696,1,632.5035573,385465.0898,5898,-3535,620.8583493,1135.6750539999998,165793.4236,3470,25603888,82544501,7477469
11697,1,448.1007316000001,181771.822,2353,-1727,426.3470676,1172.10985,144584.2334,1912,12850833,87925856,6647906
11698,1,491.0618278,232387.7773,2444,-1434,482.0661545,1175.4733820000001,240479.4587,2313,15433070,88431211,9854306
11699,1,515.5155338000001,217993.5291,3898,-3363,466.8977715,1113.966323,174993.7773,2048,17008401,79418942,3557471
11700,1,237.6609981,52398.74121,1383,-252,228.90771329999998,1057.366555,92994.33984,1608,3614896,71553538,5802255
11701,1,968.7835236,897516.2791,7120,-4838,947.3733578,1346.345592,466792.6912,5264,60066657,116009373,23271507
11702,1,686.3534986000001,434456.7344,3292,-2292,659.1333206,1291.9209230000001,305820.9939,2343,30149192,106819819,10697841
11703,1,497.78058980000003,195108.0935,3423,-1535,441.7104182,1119.137642,251906.4834,3970,15858273,80158020,4917112
11704,1,177.14515590000002,20289.68359,807,-545,142.4418604,1047.006387,70939.55859,1304,2008346,70158232,3766264
11705,1,288.2501355,79855.1521,2373,-747,282.58653910000004,1095.080362,15048.96484,509,5317641,76748864,4209000
11706,1,592.4846385,323185.5662,3474,-1525,568.4941215,1184.0432779999999,151580.2556,1814,22466435,89725343,5726479
11707,1,60.136173600000006,2769.003662,262,-111,52.62132326,1022.875061,287.78881839999997,98,231447,66961497,2416493
11708,1,117.119597,1842.811523,242,-232,42.92798066,1058.442879,6320.029053,323,877888,71699285,3347189
11709,1,512.7601321999999,262361.115,3797,-777,512.2119825,1058.4406199999999,32088.986080000002,814,16827069,71698979,4572202
11710,1,550.5373795,280909.0273,3898,-1393,530.0085163,1167.2044529999998,167478.1287,1735,19397850,87191439,5261069
11711,1,271.9314309,72069.37671,1918,-1121,268.457402,1096.126319,157200.5225,2069,4732589,76895546,5285016
11712,1,281.9109733,14393.00366,666,-696,119.97084509999999,1057.943384,41508.24585,1059,5086323,71631629,1502031
11713,1,717.7538423,458756.906,6545,-4717,677.3159573,1067.4659980000001,220222.1709,4470,32970917,72926954,8544909
11714,1,423.676782,70962.65405,1069,-989,266.3881643,1062.014492,172551.8037,1608,11488129,72183986,2386047
11715,1,750.5838769,468589.1406,5545,-4242,684.5357117000001,1062.23479,190350.5,2783,36056074,72213936,3344192
11716,1,546.8912998,227550.5615,3332,-2343,477.02260060000003,1073.026859,185066.9216,2421,19141766,73688745,3344407
11717,1,227.4342625,974.7021483999999,141,-292,31.22022019,1002.445323,829.9990234,147,3310486,64313384,2084211
11718,1,598.8874712,280973.3513,3474,-3070,530.0691948,1093.01208,156696.4961,3019,22954637,76459226,7178177
11719,1,198.0766108,2394.339844,282,-292,48.93199203,1010.564106,2086.467773,236,2510998,65359348,2653974
11720,1,477.8533052,186203.3896,3009,-2181,431.5129079,1112.531144,197676.1423,3087,14614002,79214435,5867521
11721,1,461.3120216,171256.5068,2868,-1757,413.8314957,1038.110385,74577.02905,1313,13619762,68971083,5274315
11722,1,273.69494310000005,70981.15796,1686,-878,266.4228931,1016.140108,31040.15625,942,4794171,66082606,3619782
11723,1,243.32806430000002,26904.101319999998,908,-838,164.0246973,1046.470556,79792.48438,1754,3789347,70086440,3450415
11724,1,203.4519676,1959.4313960000002,243,-313,44.26546505,1024.775372,4338.756836,353,2649133,67210532,3051461
11725,1,708.5614717999999,475668.3416,6090,-4030,689.6871331,1003.6241279999999,181349.6306,2912,32131799,64464729,3411827
11726,1,423.91611789999996,140352.2344,2555,-1525,374.63613599999996,1096.580117,41852.064210000004,1372,11501112,76959229,4896027
11727,1,381.63478530000003,105288.0662,2100,-1686,324.48122620000004,1016.6585970000001,25296.30835,784,9321287,66150061,3246740
11728,1,241.11518250000003,11101.76563,575,-454,105.3649165,1009.399172,25002.30859,961,3720738,65208748,2990376
11729,1,424.19836160000006,132311.1875,2444,-1838,363.7460481,1023.2889220000001,72642.75684,1304,11516432,67015694,5095549
11730,1,294.48320730000006,62767.96069,1626,-818,250.5353482,1056.11525,39913.20093,971,5550103,71384283,3464431
11731,1,514.0846234,249822.9375,2959,-2252,499.82290610000007,1150.710032,120210.3044,1666,16914112,84744549,6578465
11732,1,298.58538880000003,84092.24585,1686,-1070,289.9866305,1124.5959,202463.6318,2087,5705807,80941820,6288299
11733,1,624.0819633,370455.8533,3968,-1777,608.6508468,1193.0349099999999,248513.4099,2059,24926611,91093267,12879892
11734,1,254.49118969999998,11585.08179,595,-484,107.63401780000001,1019.2783289999999,41988.467769999996,1539,4145009,66491412,1981275
11735,1,194.2991009,725.9626465,151,-262,26.943694,1006.668368,307.49975589999997,127,2416137,64856397,2483031
11736,1,383.8181536,104764.4209,2605,-1424,323.6733244,1048.689204,106456.5115,2334,9428248,70383939,5230531
11737,1,588.4753737999999,321126.5017,4938,-2474,566.6802464,1101.0702390000001,153804.0583,2656,22163409,77590763,21358934
11738,1,172.5359564,12029.74609,706,-424,109.6801992,1031.641873,25318.833740000002,1058,1905194,68114237,5894358
11739,1,185.26505509999998,15916.282959999999,908,-434,126.1597517,1066.46305,33202.20215,1324,2196681,72789980,9910820
11740,1,292.85864760000004,70405.68359,1888,-959,265.34069339999996,1046.0264619999998,44923.251710000004,980,5489036,70026967,4208285
11741,1,1032.5919529999999,1015035.865,8161,-5000,1007.489883,1189.678548,461996.3943,4567,68239753,90581443,12577576
11742,1,272.3621498,5053.228271,434,-424,71.08606243,997.0108215,18287.91187,686,4747593,63617957,2474510
11743,1,554.6098291000001,253346.7412,5090,-3010,503.3356149,1127.639217,219118.6287,3685,19685892,81380493,9744633
11744,1,265.9277686,19549.72437,726,-666,139.82032890000002,1010.870989,37610.14746,1010,4525925,65399050,2489918
11745,1,218.25909199999998,1304.46875,141,-292,36.11743,1004.285054,823.453125,166,3048770,64549662,2309051
11746,1,229.00504909999998,3284.108398,283,-353,57.3071409,1042.093214,12176.58569,618,3356372,69501329,1913430
11747,1,483.6905971,179273.6943,2807,-2040,423.40724410000007,1049.1634470000001,116865.9287,2147,14973222,70447612,7146522
11748,1,292.2990763,60008.46777,2059,-878,244.96625840000002,1040.769742,60448.68359,1755,5468080,69324906,5527938
11749,1,430.9268717,156914.7256,2282,-1414,396.1246339,1113.49532,115642.365,1431,11884670,79351797,5195868
11750,1,579.210454,318282.7881,4009,-2535,564.165568,1220.386017,255298.7656,2392,21471024,95317890,10631499
11751,1,620.562522,353879.3711,2948,-2070,594.8776102,1298.92559,423339.8896,3922,24646262,107981292,12392940
11752,1,539.7711899,215555.9648,3615,-2383,464.28005,1062.111642,26663.68726,853,18646588,72197193,5225304
11753,1,202.4975694,2374.591553,262,-272,48.72978096,1033.446093,5404.204834,441,2624337,68352693,1958097
11754,1,393.0961834,136295.3904,2615,-1454,369.18205589999997,1115.197873,290937.7908,4343,9889575,79594643,4128852
11755,1,231.1103971,38933.157960000004,1282,-737,197.31487009999998,1111.559061,64670.47827000001,1510,3418369,79076067,5077253
11756,1,895.9030796,773800.7361,8787,-4585,879.6594432,1238.8953689999998,543997.0251,6156,51369109,98231151,17947978
11757,1,251.4750547,26860.101319999998,1231,-686,163.89051630000003,1012.580822,28224.0603,1167,4047341,65620475,12262542
11758,1,251.2697442,54920.761470000005,1212,-707,234.35179,1127.8103720000001,46334.25952,1118,4040735,81405199,3347809
11759,1,436.3356828,168248.3181,2292,-1414,410.1808359,1127.169103,129151.8193,1824,12184885,81312652,8575583
11760,1,619.8684336,359381.3818,2969,-1666,599.4842632,1214.10226,243296.738,2107,24591160,94338835,9304754
11761,1,310.0591425,24203.75562,827,-575,155.5755624,1013.78706,73509.9646,1775,6152747,65776909,2036019
11762,1,241.0351699,1297.657959,142,-313,36.02301985,998.6460991,1851.327148,236,3718269,63826818,1890421
11763,1,218.42085950000003,1811.304443,202,-323,42.5594225,1006.0814529999999,1075.372803,147,3053291,64780793,1913503
11764,1,222.5496082,4868.751709,434,-555,69.77644093,1007.8015519999999,10031.05859,686,3169813,65002494,2221696
11765,1,201.55640490000002,8061.654053,525,-535,89.78671423,1039.658613,25069.56152,1010,2599999,69176962,2780635
11766,1,259.25723230000006,57726.33496,1686,-616,240.2630537,1006.2286640000001,16180.22559,617,4301716,64799752,4062960
11767,1,678.2411306,428360.3975,6454,-4000,654.4924732000001,1125.2586720000002,197277.2537,3567,29440706,81037253,12498877
11768,1,579.464691,309590.9861,4595,-1888,556.4090097,1067.3773199999998,108879.0225,1853,21489877,72914838,12481756
11769,1,311.61790510000003,68776.62109,1766,-1282,262.2529716,1068.6436640000002,45790.28125,1500,6214766,73087954,4529177
11770,1,372.55471489999996,116943.8611,2676,-1252,341.97055589999997,1102.579596,58880.6853,1275,8883009,77803633,9193925
11771,1,787.4919246000001,581555.8398,6635,-4767,762.5980854,1123.843517,179082.9844,2804,39689186,80833552,8810681
11772,1,645.5388616,390481.4841,5464,-2929,624.8851768,1155.942047,215482.0427,2834,26670107,85516929,9039659
11773,1,767.7261068,525536.6084,4564,-696,724.9390377000001,1020.930749,153934.4365,1824,37721816,66707174,24053811
11774,1,321.54621560000004,102852.8584,2161,-1222,320.7068107,1065.120071,37191.78101,1137,6617086,72606769,5150098
11775,1,82.06656978,2680.814209,231,-50,51.77657973,1020.5240150000001,1865.988037,236,431035,66654033,3642224
11776,1,240.61584399999998,52440.7771,1292,-707,228.9995133,1014.808172,20438.65234,1059,3705343,65909480,5160738
11777,1,143.1470507,16652.888430000003,747,-242,129.04607099999998,1005.07914,5021.181396,373,1311429,64651781,5452019
11778,1,191.6349068,34965.18359,949,-515,186.98979540000002,1025.790495,10028.47241,559,2350332,67343753,4992482
11779,1,128.60841729999999,15581.06152,888,-525,124.82412240000002,1018.223016,2012.335693,324,1058568,66353799,4491066
11780,1,124.988937,14179.42163,787,-454,119.0773767,1023.892092,3966.825928,402,999823,67094721,4398043
11781,1,143.5915975,19840.65991,706,-363,140.8568774,1013.2009300000001,5844.777344,500,1319587,65700872,5457995
11782,1,114.26435910000001,13053.05859,716,-363,114.24998290000002,1020.52439,815.015625,167,835606,66654082,3430421
11783,1,199.0779135,39400.880619999996,1251,-888,198.4965506,1017.6865619999999,6095.214844,480,2536449,66283900,3581028
11784,1,182.59569409999997,33025.01465,1353,-1000,181.72785880000004,1024.57675,5433.197021,549,2133836,67184481,3530086
11785,1,25.61737691,507.7148438,120,-80,22.53252857,1023.0573210000001,181.21777340000003,68,42000,66985362,2648136
11786,1,17.63341997,277.5146484,70,-50,16.65877092,1022.658476,100.4255371,39,19900,66933143,2958471
11787,1,70.30702756,4832.499756,544,-272,69.51618341,1020.549921,325.11303710000004,108,316357,66657417,2820078
11788,1,155.49145880000003,23370.67871,777,-272,152.8747157,1011.71136,1186.109375,245,1547366,65507832,4227029
11789,1,128.37852959999998,16476.329830000002,645,-363,128.3601567,1012.1563070000001,1043.636475,196,1054787,65565465,4437304
11790,1,79.52770744,6239.09375,393,-151,78.98793421,1020.432583,755.1523437999999,176,404778,66642090,2930769
11791,1,125.1803699,15668.40234,807,-292,125.17348899999999,1024.130477,7773.751709,569,1002888,67125967,3218011
11792,1,199.7871915,39902.1189,1110,-565,199.75514740000003,1030.551142,13011.6084,549,2554555,67970282,6474863
11793,1,162.6835022,26165.65796,888,-313,161.75802290000001,1011.8315460000001,8652.372803,598,1693819,65523397,4687416
11794,1,171.9349441,29116.678710000004,1171,-616,170.6361003,1024.586128,5899.45874,608,1891944,67185711,5608034
11795,1,167.896499,27466.128660000002,989,-434,165.7290821,1018.5313880000001,2163.530273,324,1804111,66393996,3967843
11796,1,60.54053394,3648.397461,383,-222,60.4019657,1020.921176,508.970459,147,234570,66705923,2399813
11797,1,77.71884424,5831.777344,484,-272,76.36607456,1022.882477,654.4960937999999,128,386574,66962468,3434120
11798,1,223.85667850000002,49377.74121,1050,-545,222.2110286,1024.199955,15935.64429,598,3207156,67135075,4966515
11799,1,114.82391409999998,12207.96875,827,-363,110.4896771,1017.860256,606.0585937999999,98,843810,66306528,4015107
11800,1,133.6075176,17259.87109,959,-424,131.37682859999998,1024.152249,599.8083496,128,1142462,67128821,2321963
11801,1,53.64815933,187.109375,70,-90,13.67879289,1026.247594,123.33984380000001,30,184200,67403784,1605036
11802,1,47.77878713,100.1708984,50,-80,10.00854127,1026.590412,121.46777340000001,58,146100,67448824,1649876
11803,1,57.43202504,116.77246090000001,50,-80,10.80613071,1024.0366199999999,75.0,40,211100,67113664,2093401
11804,1,41.06016926,172.24121090000003,50,-60,13.12406991,1023.406872,65.234375,30,107900,67031144,2279071
11805,1,25.52572232,80.05371094,50,-50,8.947273939,1024.984329,95.99609375,40,41700,67237944,2163771
11806,1,28.85849095,135.52246090000003,50,-50,11.64141147,1025.796246,158.98339840000003,58,53300,67344508,1759196
11807,1,149.8640008,20644.99121,656,-212,143.6836498,1026.330942,2121.52124,362,1437390,67414733,1893039
11808,1,35.53167601,185.8398438,70,0,13.63230882,1017.1272119999999,99.85327148,39,80800,66211057,2973021
11809,1,530.3272722,265018.6443,3403,-515,514.7996157,1019.576076,17540.74609,823,17999809,66530264,10248398
11810,1,548.566712,286472.8896,3281,-797,535.2316224,1056.888387,124934.8115,1823,19259228,71488836,12344024
11811,1,693.5185199,444115.9365,3362,-969,666.4202402000001,1042.210909,103224.2791,1833,30781948,69517029,15384468
11812,1,439.3944518999999,184942.1521,2848,-646,430.0490113,1040.6763429999999,65178.484379999994,1706,12356319,69312464,9989005
11813,1,625.7029672,317885.2517,3029,-383,563.8131355,1046.081154,161190.1553,2009,25056269,70034290,13114193
11814,1,437.3540114,163753.6475,2767,-454,404.66485819999997,1026.5668210000001,69403.40234,1951,12241826,67445724,8015457
11815,1,454.6564122,136694.3318,1837,-181,369.72196549999995,1016.994907,91650.03491,1735,13229597,66193833,9115832
11816,1,465.63900989999996,180267.0273,2645,-353,424.57864680000006,980.2762605,55737.96265,961,13876460,61500259,11031694
11817,1,440.91738530000003,156230.6443,2726,-595,395.2602235,1011.184964,43508.46484,1186,12442121,65439682,8271465
11818,1,342.5458683,86630.58568999999,1958,-373,294.330742,998.6346538999999,19860.886469999998,892,7509611,63825355,6026820
11819,1,377.82701069999996,102690.7256,1808,-202,320.4539368,1009.235075,37093.71484,980,9136208,65187548,7419993
11820,1,301.73658839999996,33174.65234,949,30,182.13910159999998,979.7159823999999,28859.64063,902,5826878,61429978,5235429
11821,1,405.84907139999996,107457.9521,2504,-353,327.8077976,1002.8212390000001,60744.93359,1304,10541662,64361628,5953705
11822,1,357.432074,87607.54688,1777,-434,295.9857207,975.6727807,14368.7959,579,8176492,60923992,6366079
11823,1,379.6234565,125181.9287,2696,-363,353.81058310000003,1019.027125,49386.03125,1206,9223294,66458642,7424349
11824,1,460.1808408,172028.4756,2161,-515,414.763156,991.2403846000001,26134.62402,774,13553050,62883680,8157072
11825,1,328.7144705,84495.74976,1908,-282,290.68152630000003,995.2863046,13060.95874,618,6915405,63398069,6099402
11826,1,274.9510752,31379.88965,676,-30,177.1436977,988.7636772,21627.99194,755,4838278,62569831,4831089
11827,1,205.8015959,770.1657715,151,131,27.75186069,993.4569065,535.2148438,127,2710675,63165224,3789486
11828,1,195.4416873,141.9782715,51,171,11.91546354,994.4813818,87.27734375,49,2444637,63295566,3709096
11829,1,195.12207719999998,96.359375,41,181,9.816281119,996.7328896,121.626709,49,2436648,63582493,3505976
11830,1,203.9482931,119.03808590000001,51,181,10.91045764,996.8763166000001,96.07983398,39,2662074,63600793,3250921
11831,1,202.80759819999997,130.99975590000003,51,181,11.44551248,995.8978047,107.66308590000001,39,2632379,63475996,3329251
11832,1,193.5183696,97.75756836,51,161,9.887242707999999,997.1695411000001,88.828125,49,2396759,63638214,3552376
11833,1,171.1169191,146.7773438,50,141,12.11516998,995.7984548000001,96.5,39,1873984,63463332,3972256
11834,1,198.8943658,1850.183594,263,70,43.01376052,991.5697624,572.0771484,176,2531774,62925478,4213198
11835,1,199.2509802,118.6071777,51,171,10.89069225,990.6211986999999,85.33764648,39,2540861,62805143,3889576
11836,1,187.35957240000002,1700.335693,313,70,41.23512694,1008.6049,1408.834961,265,2246631,65106166,3344681
11837,1,339.28578480000004,75351.99121000001,1696,-90,274.5031716,987.955773,19664.294680000003,608,7367350,62467623,6478746
11838,1,295.9880435,73272.60132,2474,-545,270.689123,1001.225827,16590.33496,804,5606971,64157002,8695211
11839,1,438.54127869999996,165448.072,3241,-555,406.7530848,1029.7339539999998,71787.88257,2108,12308381,67862529,6142384
11840,1,240.54927379999998,23702.517330000002,737,-30,153.9562189,997.2933527,13503.78125,716,3703293,63654018,4382450
11841,1,194.7351166,158.345459,61,161,12.58353921,990.6052758,84.74609375,39,2426993,62803124,3980296
11842,1,195.6981493,120.2692871,51,171,10.96673548,995.2216148,67.90234375,39,2451057,63389828,3424496
11843,1,196.4872372,111.5681152,51,171,10.5625809,998.5354587999999,70.8125,39,2470863,63812676,3241096
11844,1,197.88269880000001,126.62109380000001,61,161,11.25260387,997.7501017999999,93.73999023,39,2506084,63712337,3188211
11845,1,302.66829,59935.21777,1282,-151,244.81670240000003,1002.261178,11016.90625,667,5862918,64289758,5225008
11846,1,378.3270122,114427.5564,2484,-575,338.2714242,989.5226832000001,48141.22241,1156,9160405,62665929,7934984
11847,1,544.9740533,263335.9365,3150,-666,513.1626804,1011.527148,44849.81616,1411,19007790,65483979,11191471
11848,1,472.5121361000001,206456.9756,4141,-1020,454.37536860000006,1029.992225,31007.861080000002,1304,14289134,67896575,9673650
11849,1,523.0133991,233836.2263,3120,-696,483.5661551,1003.9593570000001,36816.52905,1491,17506753,64507801,10960681
11850,1,185.1731875,6028.347412,293,10,77.64243306,999.8811961000001,637.2148437999999,128,2194503,63984794,4185007
11851,1,454.98895930000003,165060.3923,3191,-727,406.2762513,1008.41304,44608.41968,1431,13248957,65081399,7433405
