,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11437,1,-4757,1111,704.5404863,462192.7537,679.8475959,5868,254,3578,1070.202281,179258.9412,3324,-1039,385.80411160000006,73751.68652,1989,31768147,73301307,9526068
11438,1,-4565,272,630.8846715,348133.0381,590.0279977000001,4837,549,3725,1128.903603,176250.3398,3176,-1029,325.5157686,41182.31226,1722,25472990,81563094,6781473
11439,1,-2090,1858,404.0121633,161851.0408,402.3071473,3948,284,2480,1059.562778,85331.03125,2196,-564,270.0192412,18030.007569999998,1068,10446453,71851090,4666265
11440,1,-353,585,145.7356875,17128.87866,130.8773421,938,715,1823,1021.942406,27672.183589999997,1108,-29,223.17327909999997,4530.452147999999,444,1359289,66839442,3187604
11441,1,-808,424,190.3100677,31937.90015,178.7117795,1232,460,3245,1059.95675,99807.01465,2785,-405,291.4570884,29949.656010000002,1345,2317947,71904532,5436623
11442,1,-4141,1464,649.1366863,397517.8428,630.4901607,5605,-441,2823,1112.949228,166622.238,3264,-1722,397.7023659,111084.9529,2553,26968220,79273983,10122699
11443,1,-3585,2949,932.0244012,858660.1072,926.6391462000001,6534,-225,4764,1320.2102220000002,611723.3662,4989,-1940,567.1586804,245734.2773,3781,55594847,111549122,20586814
11444,1,-2535,939,485.13844670000003,217852.7148,466.7469495,3474,127,2333,1053.340171,116357.5564,2206,-1485,380.49193080000003,82328.78491,2494,15062996,71009633,9265543
11445,1,-4454,2686,1040.134809,1066585.689,1032.756355,7140,-1078,3450,1204.216336,336089.7185,4528,-1366,411.23024269999996,104990.5771,2791,69240347,92808767,10823060
11446,1,-2616,1101,610.1410698,352028.1709,593.3196195,3717,176,1950,1041.4543019999999,131624.0146,1774,-663,371.8709243,65193.792720000005,1861,23825416,69416132,8850431
11447,1,-1353,242,323.14683199999996,59387.07715,243.6946391,1595,431,1509,1003.6259259999999,22580.90234,1078,-79,293.1343815,11287.81812,801,6683128,64464960,5499377
11448,1,-252,-70,152.6152229,1765.014648,42.01207741,182,931,1088,997.1158957,573.798584,157,227,269.0151308,553.5153809,99,1490650,63631367,4631625
11449,1,-1161,656,333.7650043,71605.06226,267.5912223,1817,549,1970,1008.4580900000001,52295.43359,1421,-366,277.7871262,12172.55859,979,7129541,65087214,4938604
11450,1,-747,20,231.079667,15943.46777,126.26744540000001,767,401,1186,996.5813988,32805.109130000004,785,158,266.8444947,3435.2517090000006,257,3417460,63563167,4557183
11451,1,-424,-60,222.28332149999997,5989.734375,77.39337423,364,676,1186,979.3667117999998,12126.06934,510,168,253.90127880000003,922.4782715,158,3162232,61386186,4125815
11452,1,-323,212,193.3179053,15808.72559,125.73275459999999,535,500,1411,996.5306851,41595.08984,911,138,237.56268909999997,2117.902344,228,2391796,63556698,3611906
11453,1,-2969,1404,669.0826276,414353.9053,643.7032742,4373,382,2284,1065.666891,105325.7634,1902,-900,406.2728263,91167.07983,2098,28650980,72681339,10563687
11454,1,-2565,1454,512.7439053999999,251140.8428,501.1395442,4019,205,2647,1066.906151,101996.5466,2442,-1059,324.4802334,46382.614989999995,1930,16826004,72850479,6738395
11455,1,-1808,636,355.0340213,109784.9365,331.3381,2444,450,1637,1085.329659,32706.06934,1187,-851,298.89554510000005,28907.079830000002,1504,8067146,75388190,5717667
11456,1,-4717,1838,694.7479197,482017.2302,694.2746072000001,6555,274,2882,1088.462125,118209.5076,2608,-227,283.8967682,22636.8125,1246,30891179,75823987,5158232
11457,1,-4989,2131,772.1536946,592328.738,769.6289613,7120,-58,4294,1111.800152,235318.1755,4352,-1623,407.5136692,87238.05443999999,2652,38158165,79110373,10628313
11458,1,-1757,1484,445.9391775,187592.6006,433.1196146000001,3241,627,2931,1065.07835,74039.00757,2304,-2504,373.3689111,138085.7461,3028,12727152,72601081,8921878
11459,1,-393,212,105.71172479999998,9542.303711,97.68471585,605,539,1372,1011.9691050000001,9528.90625,833,-524,346.1523102,39174.296630000004,1494,715198,65541214,7668571
11460,1,-1949,2454,516.2196571000001,263905.5857,513.7174181,4403,156,2068,993.8548844000001,79955.4209,1912,-623,330.4617981,45196.0,1929,17054895,63215842,6989120
11461,1,-757,1030,280.7355016,56857.517329999995,238.44814390000002,1787,245,1990,1042.447406,82128.88965,1745,-455,297.9912174,37191.70483,1078,5043995,69548582,5683121
11462,1,-1131,222,279.1340964,39646.70313,199.1147989,1353,666,1607,1005.5084529999999,36137.85938,941,-227,239.2383095,15197.15527,722,4986614,64707024,3663038
11463,1,-2747,1595,576.5993517999999,313500.3584,559.9110272,4342,-9,4617,1156.837864,278853.9521,4626,-2267,416.3000908,127796.8767,3267,21277876,85649526,11091569
11464,1,-3818,1161,547.2738546,289095.1072,537.6756524,4979,-19,2833,1124.7243,165521.4336,2852,-524,489.09917189999993,201533.4844,2583,19168555,80960304,15309952
11465,1,-1363,434,247.0079389,44943.39819,211.9985806,1797,284,1960,1023.5173269999999,76623.82813,1676,-356,484.1162051,174282.2344,2781,3904827,67045614,14999584
11466,1,-4313,2585,715.9965193,505650.033,711.0907347,6898,352,4176,1164.73802,182642.4063,3824,-1702,349.44789039999995,92103.67943999999,2573,32809665,86823338,7815285
11467,1,-1131,1181,287.13106760000005,64888.0,254.73123089999999,2312,480,2441,1027.600261,73478.66187000001,1961,-762,327.1721164,47031.905269999996,1484,5276432,67581587,6850662
11468,1,-4979,2343,758.5165208999999,553526.4834,743.9936044,7322,98,4539,1138.5433679999999,271377.8594,4441,-2247,433.6226398,131027.0313,3048,36822228,82961984,12033830
11469,1,-1050,171,215.5805751,21506.04663,146.6494004,1221,382,1441,1024.174324,26843.64038,1059,-9,248.42003870000002,7036.923584,454,2974399,67131715,3949601
11470,1,-383,-50,210.94900890000002,4217.73999,64.94412976,333,696,1196,1020.5349699999999,9235.625,500,-49,259.89757599999996,18429.10938,761,2847967,66655464,4322992
11471,1,-626,80,295.9334543,20649.302490000002,143.6986517,706,362,1372,1017.4118970000001,65579.03809,1010,-108,279.3861016,30682.35059,1028,5604903,66248126,4995622
11472,1,-3535,1575,813.6249807999999,584536.4587,764.5498406,5110,-215,2519,1103.758543,230526.4646,2734,-198,354.3855378,81390.61693999999,1742,42367079,77970107,8037703
11473,1,-2404,1848,532.1618938,252702.3906,502.69512689999993,4252,-49,3078,1081.065338,155188.1638,3127,-712,324.06861729999997,48999.49609,1781,18124562,74796945,6721310
11474,1,-1131,585,325.2057522,101984.2148,319.34967489999997,1716,392,1715,1087.233193,72970.8396,1323,-504,297.94950289999997,29070.03809,1048,6768562,75652865,5681530
11475,1,-3222,2575,831.9191198,682402.5564,826.0766044,5797,-529,3098,1192.1338859999998,329060.2322,3627,-683,331.81908660000005,44631.89063,1673,44293723,90955725,7046650
11476,1,-4989,3030,817.2287967999999,667310.6563,816.8908472,8019,166,3941,1156.827342,198893.3975,3775,-188,284.5094188,20406.544680000003,782,42743226,85647968,5180519
11477,1,-4808,3242,1104.107926,1195893.277,1093.5690550000002,8050,-774,4754,1200.685566,482317.4041,5528,-1821,492.80902419999995,169173.9353,3533,78019476,92265333,15543087
11478,1,-1040,1959,339.64344819999997,100765.7869,317.43627210000005,2999,431,2774,1058.36843,97991.14038,2343,19,254.83260440000004,6284.871094,476,7382891,71689199,4156138
11479,1,-2858,2454,662.5085966,419304.5134,647.5372679999999,5312,-921,4274,1170.984015,292851.1211,5195,-1504,387.1536153,89133.37476,2900,28090729,87757028,9592827
11480,1,-858,1070,274.571968,63566.60132,252.1241784,1928,127,2588,1055.323114,151345.875,2461,-277,290.4474996,15993.84277,821,4824945,71277240,5399024
11481,1,-5000,3515,838.5301687000001,654595.2461,809.0706064,8515,-676,4676,1132.956565,289363.4724,5352,-1792,382.2487941,89254.2478,2831,45000502,82149797,9351305
11482,1,-1868,868,444.71105439999997,162558.9177,403.18595919999996,2736,421,1803,1050.951399,68747.38965,1382,-405,254.369011,18384.4834,1117,12657147,70687926,4141030
11483,1,-666,-50,290.94517310000003,12640.72559,112.43098140000001,616,382,1245,973.3116151,29451.746089999997,863,79,224.00129049999998,3216.33374,267,5417542,60629472,3211301
11484,1,-1909,1939,473.09778650000004,192232.0076,438.4427073,3848,264,4215,1133.916092,250936.3513,3951,-1000,304.5347373,46368.475589999995,1613,14324577,82289005,5935450
11485,1,-292,131,121.8748077,3742.991211,61.17999028,423,872,1107,1014.324876,1704.374756,235,168,231.43273190000002,754.5056152000001,129,950622,65846717,3427911
11486,1,-2262,1414,553.0287628,283481.2178,532.4295425,3676,166,3343,1104.998833,238043.1228,3177,-1039,390.4889363,84743.41382,2098,19573812,78145435,9758823
11487,1,-5000,2020,728.3316981,510347.4131,714.3860392999999,7020,49,4441,1141.673005,247339.8818,4392,-1663,363.7123047,80138.63647,2306,33949892,83418704,8466345
11488,1,-676,1212,310.2669969,87190.07007,295.2796472,1888,-127,1578,1044.9411619999998,88023.27734,1705,19,284.19994610000003,12982.60522,634,6160999,69881730,5169255
11489,1,-2666,1878,507.85007939999997,252359.1248,502.35358539999993,4544,-676,3901,1125.1701890000002,270908.1853,4577,-1287,366.05201560000006,60832.28101,2415,16506349,81024509,8575621
11490,1,-3505,1252,728.5252762,504011.7185,709.9378272000001,4757,-431,3078,1114.184736,334865.6094,3509,-297,354.1361408,48977.436519999996,1247,33967941,79450088,8026394
11491,1,-3787,1696,678.5295222,447710.8818,669.1120099,5483,-617,2950,1173.005488,302645.875,3567,-1782,411.62834039999996,107164.2478,2910,29465748,88060280,10844025
11492,1,-2101,313,497.94215589999993,194375.8416,440.88075660000004,2414,313,1745,1041.429809,65012.53882,1432,-396,294.0250574,26080.708740000002,1287,15868569,69412867,5532847
11493,1,-626,414,260.4670685,49887.09375,223.35418900000002,1040,333,1794,1045.176293,80263.16967999999,1461,-99,265.19653680000005,12376.16382,782,4341958,69913183,4501069
11494,1,-1616,1888,383.1506313,139648.3037,373.6954692,3504,235,3774,1120.267574,145729.7021,3539,-683,293.4336861,20990.642330000002,1326,9395482,80319964,5510613
11495,1,-2666,1909,531.3216275000001,272829.908,522.3312244,4575,323,2147,1087.430249,74189.08568999999,1824,-792,276.484092,24793.788819999998,1287,18067371,75680291,4892381
11496,1,-2282,2212,543.5467005,262336.0759,512.1875398,4494,245,3774,1073.1336410000001,161715.1836,3529,-1227,329.72389019999997,48063.38965,2147,18908353,73703412,6957942
11497,1,-5000,3474,1128.041368,1251907.494,1118.886721,8474,-764,4676,1196.156645,452484.2725,5440,-811,423.11973780000005,104688.8818,2424,81438549,91570606,11457940
11498,1,-3666,1656,601.8235440000001,350005.48799999995,591.6126165000001,5322,392,3235,1071.1188220000001,127195.5313,2843,-1534,365.7671305,74569.41309,2306,23180261,73426914,8562278
11499,1,-373,10,167.47942969999997,4222.542725,64.98109513,383,754,1176,997.7641254,4761.859375,422,118,277.9101417,2252.204834,258,1795159,63714128,4942979
11500,1,-838,575,278.52165539999993,51269.52734,226.42775299999997,1413,480,1833,1016.381434,51879.061519999996,1353,-1247,357.1151119,58386.85717999999,2019,4964756,66113998,8161997
11501,1,-3494,2323,611.6205292999999,357313.4685,597.7570312999999,5817,-549,3225,1139.7368119999999,261275.7773,3774,-1356,365.7878056,71222.56934,2593,23941099,83136000,8563246
11502,1,-4939,2101,1044.639658,1053557.162,1026.429326,7040,-754,3764,1244.141239,429349.8318,4518,-1504,407.78061660000003,112257.8398,2256,69841409,99064795,10642242
11503,1,-3222,1909,555.0181585,304838.7656,552.1220568,5131,-68,4088,1127.678402,238926.2732,4156,-831,292.4998397,28121.03809,1395,19714890,81386149,5475594
11504,1,-505,787,237.2025769,40175.725589999995,200.4388325,1292,529,1980,1031.978326,40740.38843,1451,-168,241.45244100000002,6158.413086,554,3600964,68158673,3731154
11505,1,-343,171,156.6892326,7271.591553,85.27362753,514,882,1352,1044.4962,10477.030270000001,470,128,232.8679548,1822.2595210000002,198,1571297,69822228,3470559
11506,1,-3646,1757,579.542101,316062.8826,562.1947017000001,5403,392,3647,1082.5215859999998,180490.5017,3255,-1237,360.4372778,65858.58496000001,2227,21495619,74998591,8314562
11507,1,-5000,2787,781.9556213,608750.5938,780.2247072,7787,-323,4431,1156.8231349999999,317097.9373,4754,-1188,342.1093118,54210.225589999995,1930,39133094,85647345,7490482
11508,1,-4989,2747,984.4631072000001,923712.0369,961.0993897,7736,-1813,4392,1284.986357,671213.6836,6205,-1891,425.8044225,117252.96,2732,62026727,105676156,11603802
11509,1,-2545,4101,832.6992723,682704.9177,826.2595946,6646,-117,4656,1198.407811,494674.9336,4773,-663,449.4677234,85452.33765,2356,44376837,91915602,12929359
11510,1,-5010,3303,1166.687592,1315631.047,1147.009611,8313,-1431,4754,1361.68724,736777.9783,6185,-2673,628.7684017999999,371782.656,3960,87114236,118668297,25302381
11511,1,-393,10,203.8901742,11311.513429999999,106.3555989,403,686,1411,1019.359542,21328.163090000002,725,158,246.2164,1717.7087399999998,198,2660557,66502008,3879841
11512,1,-3323,1737,645.2326373,380615.9678,616.9408137999999,5060,313,3333,1095.1154980000001,229945.4041,3020,-1069,376.69545889999995,73271.84277,2069,26644810,76753789,9081566
11513,1,-2151,1262,482.7188461,226669.8767,476.0985998,3413,490,2617,1080.602125,65693.08568999999,2127,-2405,465.19543939999994,169986.7478,3563,14913119,74732861,13850035
11514,1,-292,404,97.30372873,6580.632568,81.12109817,696,705,1480,1025.613681,9155.24585,775,-564,269.34164530000004,22095.55054,1068,605953,67320539,4642875
11515,1,-505,60,117.4483929,9028.811523,95.02005853,565,362,1245,1005.148318,19147.33765,883,138,255.1077591,2345.374023,238,882824,64660681,4165118
11516,1,-1252,242,238.05793019999996,40514.78491,201.282848,1494,411,1725,1043.649321,42994.569339999995,1314,-227,232.17450330000003,12835.44434,791,3626981,69709050,3449920
11517,1,-202,10,115.34926580000001,1556.9255369999998,39.45789575,212,921,1068,1014.8115740000001,822.4912109,147,178,223.66552180000002,526.9685059,99,851549,65909922,3201681
11518,1,-1777,929,359.2812269,116671.6475,341.5723166,2706,617,2431,1046.143147,46575.35522,1814,-1207,306.6747055,45235.99609,2058,8261312,70042591,6019160
11519,1,-3494,1595,512.7204861,256619.0583,506.575817,5089,-127,2696,1086.133955,129382.2568,2823,-762,304.986219,36921.631839999995,1336,16824467,75499966,5953062
11520,1,-757,939,305.5716722,93198.89818999999,305.28494589999997,1696,784,1343,1049.071003,12375.00684,559,-425,234.0959672,12358.484129999999,999,5975939,70435198,3507259
11521,1,-4989,2979,920.3715622000001,832743.75,912.5479439,7968,-549,4078,1140.13338,351106.3711,4627,-1237,416.9958783,90165.75684,2286,54213364,83193864,11128676
11522,1,-888,969,273.8969069,56108.96851,236.87331740000002,1857,215,3411,1080.140196,184497.9648,3196,-752,301.7895065,24995.77734,1415,4801249,74668982,5828922
11523,1,-4979,3030,845.0945029,683636.2334,826.8229759,8009,-686,4754,1175.6898640000002,356647.3896,5440,-1702,419.6607261,116136.0537,3058,45707822,88463786,11271368
11524,1,-1565,1101,369.8896795,126805.8711,356.09812,2666,421,1892,1029.8820699999999,60688.32788,1471,-1178,327.9865422,55769.14429,1910,8756376,67882053,6884811
11525,1,-424,272,163.4843743,12233.23804,110.60396940000001,696,470,2000,1016.033241,37473.15015,1530,-712,313.54370710000006,30253.89063,1345,1710537,66068707,6291818
11526,1,-454,252,181.5597784,14070.59155,118.6195243,706,509,1500,1029.980628,19886.26465,991,-574,295.3502423,28720.691160000002,1118,2109693,67895046,5582833
11527,1,-808,414,263.1802495,40554.77734,201.38216740000001,1222,401,2098,1012.027722,95777.52905,1697,-29,271.48946800000004,10186.780270000001,464,4432886,65548807,4717218
11528,1,-555,262,190.9230457,14984.781009999999,122.41234009999998,817,509,1343,1019.317043,24045.4353,834,29,234.30265550000001,7869.74585,436,2332903,66496463,3513455
11529,1,-1949,1606,540.8494476,274225.5625,523.6655063000001,3555,441,2470,1085.085797,112129.1719,2029,-544,278.7494675,39168.802489999995,1138,18721160,75354316,4972881
11530,1,-2949,1727,524.0974981,268000.2334,517.6873896000001,4676,-49,4049,1149.393094,242914.2927,4098,-99,308.969153,19613.33496,980,17579404,84550687,6109564
11531,1,-2959,2010,792.7124813999999,611659.2302,782.0864596,4969,-147,3254,1179.889388,336896.4063,3401,-1772,434.87776660000003,126860.6248,2831,40217157,89096894,12103595
11532,1,-2333,2080,425.86650639999993,177667.9209,421.50672699999996,4413,529,2843,1083.106376,73341.17749,2314,-722,315.4794219,38479.66577,1484,11607186,75079643,6369745
11533,1,-3000,2707,818.6571989,650367.0486,806.4533766,5707,39,4127,1143.131083,328349.4958,4088,-3237,503.7850329,214304.0076,3860,42892775,83631915,16243159
11534,1,-1717,1737,452.1020522,194530.1892,441.0557666,3454,98,2990,1062.2426970000001,161118.031,2892,-2544,463.00545020000004,170738.7537,3345,13081361,72215011,13719939
11535,1,-2000,2787,537.9001127,280108.5273,529.252801,4787,539,3205,1088.582938,126493.3506,2666,-574,274.6043461,32435.55249,1296,18517538,75840820,4826083
11536,1,-4272,1838,615.1621102000001,362544.4841,602.1166699,6110,107,2686,1068.268839,99203.95215,2579,-960,316.061777,48188.55054,1563,24219163,73036692,6393283
11537,1,-1010,1707,356.5366391,118962.0273,344.9087232,2717,294,2362,1081.436993,128021.9365,2068,-1198,533.4655858,227971.2773,2386,8135576,74848382,18213474
11538,1,-525,363,200.9465492,19131.89819,138.3181051,888,598,1441,1016.929101,13760.7146,843,-465,242.5620732,16599.68726,999,2584289,66185267,3765527
11539,1,-242,10,137.795478,1973.652344,44.42580718,252,911,1058,1013.283539,701.1523437999999,147,168,216.0682401,467.20288089999997,99,1215206,65711586,2987871
11540,1,-2919,1939,590.5271744,317470.7334,563.445413,4858,-19,2392,1062.1445509999999,158572.3455,2411,-920,301.5123857,50055.20313,1672,22318230,72201667,5818222
11541,1,-393,-30,197.66903369999997,7216.374756,84.94924812,363,754,1225,1012.638447,11072.91309,471,49,202.4249475,3273.142334,277,2500675,65627944,2622455
11542,1,-464,858,255.29039840000002,64538.77734,254.04483330000002,1322,578,1509,1052.964276,25150.357180000003,931,39,216.8049599,6433.618896,446,4171084,70958961,3008281
11543,1,-4383,3060,801.2775541,617670.7031,785.9202906,7443,-892,4764,1197.397145,412807.5564,5656,-1366,417.099752,95615.94702,2375,41090926,91760635,11134221
11544,1,-505,161,167.7322084,12234.45996,110.60949309999998,666,549,1284,1000.272877,15892.73999,735,-405,300.7005362,13241.02734,900,1800582,64034933,5786932
11545,1,-2666,2363,618.0747452,358631.2908,598.8583227999999,5029,166,2774,1116.977548,222039.5771,2608,-1297,369.7800867,75295.29688,2178,24449049,79848886,8751188
11546,1,-5000,3242,799.9930272999999,630138.2813,793.8124975,8242,-480,4647,1150.670416,316716.5381,5127,-1435,406.5201025,103366.4834,2623,40959286,84738714,10576550
11547,1,-4494,2343,1035.3267150000001,998933.8906,999.4668032,6837,-1117,3049,1185.720311,367826.3906,4166,-1574,484.89067710000006,146482.5146,3286,68601690,89979690,15047614
11548,1,-4989,2373,846.1293766000001,707792.6794,841.3041538999998,7362,-588,4480,1267.358295,538042.4998,5068,-1069,461.4087295,132534.6248,3237,45819835,102796611,13625473
11549,1,-3606,1757,582.7129305,328793.5388,573.4052135,5363,-147,3098,1112.376573,150347.3318,3245,-1871,396.60130330000004,103207.2773,2633,21731479,79192425,10066726
11550,1,-3484,2969,652.5336557,396489.6619,629.6742506,6453,-78,4696,1121.805228,300250.7031,4774,-980,330.969858,45397.57007,1831,27251211,80540606,7010627
11551,1,-1050,2535,478.20402939999997,226824.7148,476.2611834,3585,588,1970,1038.604525,29771.329830000002,1382,-811,286.5794229,41531.81226,1454,14635462,69036759,5256177
11552,1,-333,1070,193.9773666,31654.82715,177.9180349,1403,862,1107,1030.062923,1867.038086,245,59,165.0928243,2197.73999,208,2408142,67905896,1744361
11553,1,-646,1666,310.89847119999996,94206.06226,306.93006089999994,2312,607,1901,1049.351191,28845.312260000002,1294,-168,182.0907655,13987.77905,762,6186103,70472827,2122051
11554,1,-121,70,55.54066641,2208.050537,46.98989825,191,970,1058,1020.5018449999999,226.98803709999999,88,138,192.3985528,1207.554443,119,197425,66651137,2369101
11555,1,-232,-10,104.0441613,2713.933594,52.09542776,222,803,1088,1005.754925,2083.202148,285,178,272.2777477,4216.243896,475,692812,64738750,4744651
11556,1,-121,-10,60.09159675,579.1210937999999,24.06493494,111,980,1049,1011.1666529999999,210.6210938,69,257,285.15259069999996,336.1835938,59,231104,65437312,5203968
11557,1,-373,30,155.9906347,6019.376709,77.58464222,403,823,1196,1004.184697,4382.90625,373,198,255.9573023,672.2927246,108,1557317,64536762,4192905
11558,1,-444,-10,211.18112779999998,7022.069336,83.79778837,434,647,1705,1025.385972,18747.59937,1058,-118,223.5763292,3841.9648439999996,405,2854238,67290649,3199128
11559,1,-3141,1090,570.2099668,277669.8906,526.9439160000001,4231,362,2303,1016.3361199999999,98061.62866,1941,-1089,316.56190150000003,47239.538089999995,1831,20808922,66108103,6413532
11560,1,-3787,888,586.1737557,312651.1658,559.1521848,4675,-176,2039,1063.2637550000002,164855.0898,2215,-247,320.9723752,47790.921630000004,1494,21990379,72353908,6593489
11561,1,-1111,1252,354.29578039999996,106842.0273,326.8669872,2363,107,3725,1126.506464,180450.6318,3618,-356,252.31738450000003,19917.725590000002,1118,8033632,81217076,4074500
11562,1,-3808,2040,720.4502497999999,505686.6475,711.1164795,5848,-921,3549,1123.001753,279175.8086,4470,-920,439.6074598,134887.1787,3563,33219108,80712508,12368302
11563,1,-1737,151,306.2226008,63702.55371,252.3936483,1888,450,1303,1022.468742,27645.0896,853,-168,230.43281290000002,10314.94434,732,6001426,66908309,3398354
11564,1,-2676,1404,508.36705489999997,216591.2461,465.39364639999997,4080,401,1950,1094.572612,137543.2361,1549,-910,320.9991238,43961.05859,1513,16539972,76677709,6594588
11565,1,-1646,2636,507.69382069999995,255495.28100000002,505.46541030000003,4282,-166,3774,1136.5212199999999,235506.7712,3940,-1118,318.6695977,42637.9209,1721,16496193,82667551,6499220
11566,1,-1686,1070,424.2681751,142977.3064,378.123401,2756,156,3401,1103.866182,253797.5681,3245,-128,289.24049249999996,23757.5,791,11520223,77985315,5354244
11567,1,-4969,2787,753.9118296,561376.8337,749.2508482999999,7756,-862,4754,1229.372668,337520.3398,5616,-1584,337.2513668,71527.4978,2207,36376515,96726858,7279263
11568,1,-2525,1868,494.92218449999996,227598.1396,477.07246789999994,4393,539,3901,1102.4262310000001,155988.0313,3362,-1049,297.4482623,39593.02246,1969,15676670,77781990,5662430
11569,1,-434,141,206.1282974,13948.99609,118.1058682,575,617,1676,1014.8079789999999,24609.67554,1059,108,205.76253,1154.5898439999999,189,2719288,65909455,2709646
11570,1,-4898,1585,684.7873301,462980.6006,680.4267783,6483,-117,3039,1103.722126,148012.2813,3156,-524,293.2467231,27240.425539999997,1296,30011756,77964962,5503593
11571,1,-4686,2979,752.5308133,563672.8584,750.7814984,7665,-196,4725,1147.568884,327884.0938,4921,-1396,353.3278621,61611.90405,2336,36243368,84282518,7989797
11572,1,-3030,2626,707.5590632999999,468481.2517,684.4569027000001,5656,-460,4666,1206.2270460000002,385698.4336,5126,-1782,403.25660639999995,97789.95679,2960,32040949,93118956,10407417
11573,1,-181,101,99.26015376,3369.812256,58.05008403,282,823,1196,1022.299759,2942.93335,373,148,252.674321,1734.327148,218,630565,66886195,4086036
11574,1,-1656,1797,378.2468399,120264.9529,346.7923772,3453,539,2803,1062.31869,94613.33984,2264,-742,277.8592832,26425.975590000002,1375,9156523,72225344,4941170
11575,1,-2333,1373,547.6538454,264091.4275,513.8982656999999,3706,88,2960,1086.607076,235687.9219,2872,-346,325.5647017,43586.08984,1266,19195183,75565756,6783512
11576,1,-1747,444,333.39768389999995,85227.98413,291.9383225,2191,166,1980,1038.321226,92186.08984,1814,-79,262.3264605,10877.17749,831,7113857,68999102,4404171
11577,1,-3141,1707,540.8414451,269802.7461,519.4253999,4848,352,2686,1054.1824589999999,102657.0586,2334,-1168,332.5354539,50409.271239999995,2029,18720606,71123242,7077109
11578,1,-1242,1808,371.33879410000003,134815.7178,367.17259939999997,3050,392,1274,1001.9755949999999,30587.866210000004,882,-881,343.8848826,44136.75,1811,8825120,64253126,7568436
11579,1,-4868,2191,859.4969822999999,696144.4219,834.3526962999999,7059,-333,4725,1130.293974,349774.1084,5058,-2207,407.2917988,117162.9451,3296,47279044,81764126,10616743
11580,1,-3525,1606,613.7738666,358514.44700000004,598.7607594,5131,147,2735,1128.360426,169515.6836,2588,-1514,400.6141184,98995.42163,2801,24109975,81484624,10271467
11581,1,-4202,2313,787.6020966,598854.8125,773.8571007999999,6515,156,4156,1124.774401,301683.1853,4000,-1396,408.7878041,105649.96,2732,39700292,80967517,10694878
11582,1,-484,262,174.01584880000001,13797.36304,117.462177,746,490,1735,1042.749288,33591.74976,1245,108,234.7919957,3228.746094,297,1938017,69588869,3528146
11583,1,-3040,2303,661.790174,394213.3611,627.8641263,5343,-392,3156,1171.56844,315049.6052,3548,-1465,348.81408460000006,95594.06226,2554,28029839,87844647,7786961
11584,1,-5000,2838,835.6587876,674208.49,821.1019972999999,7838,-931,4617,1233.510647,364411.3025,5548,-1613,374.43864229999997,112424.78300000001,2177,44692839,97379105,8973075
11585,1,-2353,848,564.7852191000001,296874.3711,544.8617908,3201,176,2254,1244.293455,242281.5056,2078,-1633,395.4603133,115742.5193,2504,20414870,99089037,10008887
11586,1,-2646,1858,728.4394278,507614.9023,712.4709835,4504,-9,2352,1294.366164,319651.0115,2361,-1059,363.5522873,92338.83765,2029,33959936,107224561,8458897
11587,1,-2212,1666,672.1368095,437326.6111,661.3067451000001,3878,78,2401,1297.798364,366233.0898,2323,-1247,410.8533231,112594.4158,2286,28913145,107793958,10803229
11588,1,-2848,1383,472.6651993,200256.1111,447.4998448,4231,-431,2568,1137.445617,181680.4648,2999,-821,267.607893,29210.16577,1286,14298393,82802082,4583295
11589,1,-4989,3323,1140.637062,1241196.226,1114.089864,8312,-441,3333,1159.3463880000002,434295.9548,3774,-1564,429.4500662,142728.4431,3564,83267386,86021379,11803351
11590,1,-4626,3585,839.2969714,677911.4961,823.3538097999999,8211,-480,4294,1229.6242439999999,352585.2188,4774,-1742,388.5912055,116905.1943,2375,45082842,96766450,9664200
11591,1,-2939,2575,801.9032536000001,602666.6697,776.3160888,5514,-117,3794,1328.480382,453620.4287,3911,-2584,596.9894262,328819.6211,3623,41155125,112951048,22809368
11592,1,-2262,838,614.5475978,348662.4023,590.4764198,3100,49,2480,1311.87204,364875.2178,2431,-1584,389.8013116,114393.8896,2435,24170800,110144528,9724484
11593,1,-1797,1090,525.7808478999999,259161.4678,509.07903880000003,2887,117,2343,1239.067486,258352.9216,2226,-1762,422.02941619999996,143773.8962,2613,17692512,98258447,11398965
11594,1,-1777,1484,605.0730586,349944.6943,591.5612346,3261,68,2823,1284.271693,306797.0586,2755,-1534,375.2022996,108258.53300000001,2227,23431258,105558642,9009713
11595,1,-2909,3070,631.9653991,389470.6853,624.075865,5979,205,3862,1110.184268,236536.2966,3657,-1485,315.5978454,55318.05859,1980,25560337,78880583,6374528
11596,1,-4595,2242,724.6818914,501707.0068,708.3127887999999,6837,343,2921,1141.114799,136586.5818,2578,-910,305.6355315,50272.489989999995,1573,33610486,83337151,5978437
11597,1,-1727,1434,504.3598046,236880.4834,486.7036916,3161,58,2568,1158.8794289999998,219732.7568,2510,-3000,530.7681638,244682.6523,3722,16280244,85952098,18029750
