,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,EN_A_F,EN_A_V,EN_A_L
11632,1,-2424,797,466.71734289999995,176164.4412,419.7194791,13.78761884,-3.114962775,3221,245,2254,1073.6448289999998,105288.9023,324.48251469999997,2.842704543,2009,-910,305.88210039999996,57505.40991,1642,13940805,73773646,5988087
11633,1,-858,535,300.9221245,81157.24609,284.88110869999997,0.944476071,-0.721257267,1393,470,1784,1085.5301630000001,58912.54467999999,242.71906529999998,1.06053781,1314,-851,268.8545146,33596.77734,1286,5795464,75416047,4626096
11634,1,-3868,4333,952.0808051000001,899874.0583,948.6169187,9.89833912,0.182558177,8201,-1088,4735,1241.133353,619531.8594,787.1034617,7.139020866,5823,-1000,448.6413517,131120.2969,2742,58013303,98586368,12881860
11635,1,-2040,767,405.246607,140325.585,374.6005672,10.3558163,-2.179878824,2807,352,1392,1027.726374,56033.99121,236.715,1.049782488,1040,-663,274.55859460000005,42173.05444,1276,10510388,67598176,4824475
11636,1,-393,-131,233.6327246,3140.339844,56.03873521,1.009198647,-0.9132839420000001,262,745,1127,1001.057925,5426.725586,73.66631242,3.3349877589999997,382,108,169.98786719999998,1027.7460939999999,139,3493392,64135486,1849336
11637,1,-2979,909,542.3179562000001,262973.0603,512.8089901000001,14.31685845,-3.002549113,3888,117,1872,1066.006383,151716.5212,389.5080503,-0.281717231,1755,-514,249.72647540000003,26547.75,1068,18822961,72727655,3991252
11638,1,-3070,3121,707.2601073,479691.8201,692.5978776000001,12.33508564,-0.34013479700000004,6191,-2235,4794,1196.9292679999999,507646.5544,712.4931961,16.90749917,7029,-1227,339.15734269999996,64522.16382,1791,32013879,91688939,7361773
11639,1,-5000,4040,884.1734663999999,754589.2568,868.6709716,21.19663674,-0.749176952,9040,-1117,4686,1170.698743,332779.49,576.8704274,25.85489576,5803,-801,254.1562634,32733.15625,1365,50032814,87714275,4134106
11640,1,-535,242,278.89256439999997,21300.569340000002,145.9471457,1.186420066,0.995116934,777,617,1441,1014.5852679999999,25473.200930000003,159.603261,1.067020682,824,-49,173.0034772,4144.868896,395,4977988,65880529,1915533
11641,1,-2818,2262,618.4175622,324434.5693,569.5915812000001,10.90807566,-0.188689057,5080,-254,3441,1112.715288,225847.7969,475.2344652,10.36761797,3695,-811,244.5311202,38186.46875,1405,24476178,79240660,3826910
11642,1,-797,656,283.70032599999996,77666.92871000001,278.68786969999996,0.972992083,0.309128272,1453,39,2019,1064.88971,138672.1006,372.38703060000006,1.705437261,1980,89,271.3448567,11798.10059,742,5151096,72575366,4712194
11643,1,-1333,1262,469.4163098,217784.033,466.67336860000006,1.128670239,-0.222672292,2595,39,2245,1235.74163,231159.7344,480.7907387,0.589526508,2206,-415,322.8670392,48502.86621,1286,14102507,97731672,6671560
11644,1,-2050,777,576.7278522999999,322885.0427,568.2297447000001,2.918677264,-1.5982945469999998,2827,-176,2500,1281.8960630000001,340484.9568,583.5108882999999,-0.0008898619999999999,2676,-990,352.454607,79240.49121000001,1772,21287361,105168481,7950352
11645,1,-1010,10,364.5355778,30426.178710000004,174.4310142,2.619742349,-1.106943078,1020,186,1558,1012.04875,71575.16967999999,267.5353615,0.7306096870000001,1372,-108,159.3528906,12765.20313,513,8504716,65551531,1625174
11646,1,-4989,2323,924.7690421,784873.3711,885.9307936,13.63909368,-2.5730251230000003,7312,-941,2637,1236.024512,409780.7881,640.1412251,1.894588455,3578,-1445,505.07545849999997,231414.085,4544,54732658,97776422,16326478
11647,1,-2696,2141,574.8642231000001,295861.249,543.9312907000001,11.55971564,-0.933345855,4837,-147,2294,1041.805067,187571.9373,433.09575989999996,2.269995696,2441,-1287,355.6123021,91333.15015,2504,21150008,69462899,8093447
11648,1,-4565,3111,744.7692176,530762.6318,728.5345783,24.65081499,-2.217263464,7676,-1647,4725,1196.581348,364621.0759,603.8386174999999,25.03407351,6372,-1108,282.9364438,48535.686519999996,1533,35499596,91635643,5123394
11649,1,-1111,2000,395.31251480000003,154242.7634,392.7375249,10.59182339,1.489686539,3111,666,1450,1081.919648,26185.0625,161.8179919,0.428007674,784,-504,281.9888351,31110.82788,1137,10001407,74915208,5089133
11650,1,-4979,2868,760.4797622000001,574792.9365,758.1509985,28.27827777,-3.401620982,7847,-245,3490,1135.193548,192357.2322,438.5854902,14.141968799999999,3735,-287,252.3345374,15875.828130000002,841,37013086,82474521,4075054
11651,1,-3898,3535,855.2393214,673646.6443,820.7597969,11.13380197,-0.302031158,7433,-68,2852,1201.259118,181262.7021,425.7495768,3.6494893860000004,2920,-1069,346.91589849999997,97977.02515,2267,46811795,92353502,7702441
11652,1,-3686,3484,759.3347313999999,541707.8357,736.0080405,15.68678985,-0.14797006,7170,205,3598,1145.104253,222371.5,471.5628272,11.41191655,3393,-1287,348.7941728,98248.375,2564,36901711,83920880,7786072
11653,1,-515,50,251.34833270000001,14906.52124,122.0922653,-0.049261017000000004,-0.745376583,565,460,1333,992.3656631000001,41250.57397,203.1023731,0.225387111,873,-19,155.35388030000001,5472.706787,335,4043263,63026535,1544629
11654,1,-878,828,357.3665835,72294.77246000001,268.8768723,2.7717259039999997,0.303506367,1706,88,2813,1134.700642,192743.0017,439.02505819999993,2.909153326,2725,-277,163.28890230000002,10355.17749,603,8173496,82402915,1706449
11655,1,-575,30,293.76396239999997,16063.98413,126.7437735,-0.37369523299999996,-0.23668693300000002,605,549,1598,1002.0523699999999,38464.939210000004,196.1248052,0.545838821,1049,-386,147.74116940000002,7446.197020999999,663,5523025,64262973,1396957
11656,1,-383,10,197.27855469999997,6220.017334,78.86708651,0.270042838,0.031517644,393,647,1245,1031.230257,8064.871094,89.80462735,6.1788407439999995,598,99,187.0224335,1345.2692869999998,188,2490805,68059894,2238553
11657,1,-838,1181,272.3370212,70452.16967999999,265.428276,7.102667804,0.722528699,2019,656,1362,1051.5037220000002,24482.53687,156.4689645,-0.005367028,706,-49,213.6786796,10940.407959999999,415,4746717,70762245,2922149
11658,1,-2909,2959,678.8176071,446378.3398,668.1155137999999,10.15685023,-0.06192038,5868,-676,4529,1238.054409,415926.0586,644.9232967,13.60312028,5205,-3178,533.7479215,247190.1943,3841,29490774,98097838,18232758
11659,1,-1868,1202,572.8475201,320666.624,566.2743364,1.894633836,-0.975678571,3070,29,2254,1223.831369,225026.6943,474.36978650000003,0.277786283,2225,-1079,344.7911506,77709.99121000001,1979,21001874,95856846,7608380
11660,1,-2050,757,537.1514568,267678.5225,517.376577,2.7830413519999997,-1.231977101,2807,117,2176,1229.686679,243162.28100000002,493.1148761,-0.096085362,2059,-1534,391.29718169999995,111796.5701,2395,18466028,96776277,9799263
11661,1,-373,1151,232.99802169999998,52664.239989999995,229.48690589999998,7.545399568,2.085636956,1524,784,1196,1027.836069,6750.685303,82.16255414,0.759318257,412,-257,261.5382381,12396.06934,752,3474437,67612607,4377744
11662,1,-474,797,187.447576,32186.746089999997,179.40665009999998,4.64026197,1.2625977590000002,1271,823,1127,1006.981349,2981.1875,54.60025183,1.9857451680000002,304,138,269.8347585,3139.544678,267,2248742,64896732,4659891
11663,1,-202,242,75.88200132,5521.206787,74.30482344,1.566658115,0.21792418100000002,444,774,1078,1011.3065029999999,1693.749023,41.15518222,14.96911651,304,168,266.2722115,1312.099365,198,368517,65455414,4537657
11664,1,-414,50,161.8019623,9571.109375,97.83204677,0.8211282329999999,-0.857431433,464,656,1676,1052.9780759999999,29598.954830000002,172.0434679,2.5941121209999998,1020,-277,260.2325282,18325.90625,663,1675512,70960821,4334142
11665,1,-2595,2151,559.2997296,275143.8037,524.5415176,11.98813556,-0.497227322,4746,176,2872,1023.438918,140647.1563,375.0295405,9.521276663,2696,-1009,309.7719423,55494.819339999995,2236,20020236,67035342,6141354
11666,1,-4181,3282,780.0558774,575652.5994,758.7177337,16.65012248,-1.129791943,7463,68,3215,1122.970426,215779.988,464.5212461,7.147258851,3147,-495,234.42679429999998,20909.90601,1049,38943179,80708005,3517179
11667,1,-1949,1444,461.69856239999996,198143.9961,445.1336834,6.34051123,-0.43281091200000005,3393,411,2431,1085.3407300000001,90702.1084,301.1679073,5.930795294,2020,-1118,312.16394429999997,59342.06812,1791,13642596,75389728,6236565
11668,1,-1525,717,478.71306969999995,213057.0408,461.5810230000001,1.726798382,-1.097047752,2242,127,2127,1206.741105,192777.8428,439.0647364,0.044702454,2000,-2415,529.6635725,256837.12399999998,3157,14666637,93198342,17954784
11669,1,-3474,1555,694.8336019,461836.6482,679.5856445000001,8.202237372,-2.108834298,5029,98,3990,1280.6384460000002,398446.9451,631.2265402,5.256275464,3892,-2306,457.549929,167262.8506,3246,30898799,104962229,13398524
11670,1,-666,1181,304.3492546,92627.99609,304.3484781,3.1412340569999997,1.014101055,1847,490,1284,1038.6284150000001,22511.038819999998,150.0367915,2.431250984,794,39,218.37052799999998,4278.569336,396,5928222,69039935,3051884
11671,1,-1666,919,481.1169784,206336.4353,454.2427053,2.800368041,-1.177794351,2585,117,2519,1210.252434,231257.7693,480.8926796,0.208933112,2402,-1425,380.12138280000005,114492.9431,2167,14814307,93741501,9247505
11672,1,-2040,2161,642.1116166,396592.3552,629.7557901,3.507144343,-0.41334709999999997,4201,-9,2264,1296.9091859999999,307510.2969,554.5361096,-0.174885305,2273,-1059,359.3359327,93554.70996000001,2078,26387669,107646300,8263828
11673,1,-1565,565,338.4681253,79375.1189,281.7359027,9.344623046,-1.751642301,2130,401,2039,1046.318061,62684.22827000001,250.36818540000002,4.562296983,1638,-910,269.5931541,49118.21875,1454,7331883,70066015,4651550
11674,1,-4969,2707,782.8863363,586071.3611,765.5529773,25.2930887,-2.725610625,7676,68,4166,1107.414112,238920.115,488.7945529,25.32818138,4098,-2425,378.648068,120341.5544,2959,39226305,78487425,9175959
11675,1,-5000,3929,872.8190498,710652.3086,843.0019624,22.40854605,-1.028398377,8929,-509,4519,1151.4620869999999,346507.2969,588.6487041,18.44137084,5028,-1306,363.5366213,97945.43652,3048,48756038,84855356,8458168
11676,1,-2888,2020,697.5627324,430654.1248,656.2424283,5.790685474,-0.5265347579999999,4908,-529,4058,1219.128666,450300.6111,671.0444181,5.624819346000001,4587,-267,215.2677838,22614.59277,831,31142001,95121581,2965774
11677,1,-2464,1464,555.6820696000001,297691.8398,545.6114367,7.064053295,-1.432232199,3928,637,1823,1089.130882,46749.90405,216.21726119999997,1.8058498980000002,1186,-821,246.75364109999998,32416.070069999998,1335,19762084,75917189,3896791
11678,1,-1494,1242,460.3555182,196547.3279,443.3365853,2.81166499,-0.8071381559999999,2736,166,2166,1195.843942,199711.1619,446.890548,-0.225738501,2000,-762,304.6712624,57674.18726,1643,13563341,91522735,5940773
11679,1,-1575,1444,475.1500914,209041.8455,457.210942,3.6471761330000003,-0.761012169,3019,166,1872,1147.935341,138189.8533,371.7389585,0.29716463,1706,-1148,313.5803326,61684.30859,1821,14449127,84336355,6293288
11680,1,-1797,1272,385.3609307,107351.1208,327.644809,12.83853066,-0.693696623,3069,441,1970,1037.593377,46597.03491,215.8634636,7.282467855,1529,-475,210.2782011,16061.130619999998,791,9504195,68902401,2829883
11681,1,-474,323,174.7806661,16990.58984,130.3479568,3.14052045,0.5388265729999999,797,568,1431,1032.350927,31459.4375,177.36808480000002,0.7178608259999999,863,-19,205.797572,7471.241943000001,454,1955090,68207900,2710569
11682,1,-727,1242,283.3445065,74030.75952,272.08594139999997,7.87264619,0.9708648329999999,1969,950,1303,1075.048742,7182.208740000001,84.7479129,0.296523904,353,-99,195.136851,4549.347412,366,5138183,73966707,2437017
11683,1,-1262,2191,433.3327784,182518.78100000002,427.2221682,11.29830195,1.548517554,3453,215,1803,1138.142634,127077.8906,356.47986010000005,-0.128177171,1588,-1089,337.3229165,76598.03809,1584,12017747,82903594,7282352
11684,1,-414,-40,267.961751,4105.964844,64.07780305,3.760146408,1.227446216,374,666,1480,1031.4015570000001,17356.075930000003,131.7424606,3.6407971110000004,814,49,178.99214369999999,1740.433594,248,4595424,68082507,2050444
11685,1,-2929,1606,613.5467712999999,303531.2029,550.9366596,9.49983296,-1.366790374,4535,9,2392,1036.056926,167615.6326,409.4088819,1.9395461090000001,2383,-1207,345.801989,88498.42749,2375,24092137,68698493,7653057
11686,1,-3292,1747,572.1830591,281443.5115,530.5124989,17.93760455,-2.304153657,5039,-78,2745,1118.976129,180462.0681,424.80827220000003,3.379998262,2823,-1247,311.0867293,71449.2146,1860,20953181,80134885,6193597
11687,1,-4131,3494,912.5580375,800345.2947,894.6201957999999,10.88569059,-1.248927118,7625,-1127,4803,1222.348297,478417.8298,691.6775476,13.10512336,5930,-1792,480.1935645,161408.6404,3940,53296779,95624663,14757495
11688,1,-2252,1060,498.2276086,224331.5225,473.63648770000003,10.66183617,-2.2297630390000003,3312,9,2127,1060.886562,124886.4587,353.3927825,2.316021259,2118,-940,298.9040398,48716.18359,1484,15886768,72030739,5717992
11689,1,-353,10,213.8868349,5766.325928,75.93632812,0.31759128600000003,0.11145425099999999,363,794,1303,1024.868444,10624.595459999999,103.07567829999999,0.440990723,509,49,173.646327,1385.7067869999998,208,2927845,67222741,1929795
11690,1,-818,-30,278.8925925,16160.77319,127.1250298,5.361709828,-1.833103252,788,333,1421,1004.630584,40688.32983,201.7134845,1.982594035,1088,39,164.7591519,2087.67749,218,4977989,64594087,1737317
11691,1,-2292,767,497.0009903,189926.322,435.8053717,10.81293764,-2.518305385,3059,215,2529,1064.42254,128740.8281,358.80472139999995,3.986269221,2314,-564,233.890065,24395.92871,1078,15808639,72511702,3501092
11692,1,-1262,565,343.29249100000004,85376.56812000001,292.19268999999997,2.807874912,-0.418729054,1827,421,1725,1067.5408949999999,62588.77734,250.1774917,0.54873271,1304,-69,197.0783474,5908.967772999999,465,7542383,72937188,2485752
11693,1,-404,141,205.72155790000002,16092.54468,126.8563939,-0.27272251,-0.144712691,545,872,1519,1073.111517,21566.10913,146.8540402,3.612970759,647,19,216.3881423,3592.322021,268,2708567,73700373,2996725
11694,1,-1838,2232,580.9043998999999,318924.1599,564.7337071000001,5.010570454,0.06844318,4070,392,1470,1112.67057,60844.70288,246.66719049999998,0.7667814270000001,1078,-891,368.5181898,79888.18652,1584,21596795,79234291,8691562
11695,1,-545,606,209.5717732,36107.42554,190.01953989999998,4.015101045,1.622598094,1151,392,1784,992.2192534,28656.751710000004,169.283052,8.842820652999999,1392,-762,538.3481535,165463.324,2811,2810901,63007939,18548399
11696,1,-3535,2363,632.5035573,385465.0898,620.8583493,15.8889785,-1.594850664,5898,186,3656,1135.6750539999998,165793.4236,407.1773859,23.69028656,3470,-1326,341.81201430000004,63957.01342999999,2088,25603888,82544501,7477469
11697,1,-1727,626,448.1007316000001,181771.822,426.3470676,2.3512093519999997,-1.13454857,2353,117,2029,1172.10985,144584.2334,380.24233510000005,0.547135311,1912,-683,322.2941688,57782.80859,1405,12850833,87925856,6647906
11698,1,-1434,1010,491.0618278,232387.7773,482.0661545,1.719672035,-0.703424077,2444,-98,2215,1175.4733820000001,240479.4587,490.38704989999997,0.891968828,2313,-1396,392.3946116,101460.9443,2207,15433070,88431211,9854306
11699,1,-3363,535,515.5155338000001,217993.5291,466.8977715,29.54678007,-4.612822923,3898,-441,1607,1113.966323,174993.7773,418.32257569999996,1.838635508,2048,-435,235.7657405,22376.11694,890,17008401,79418942,3557471
11700,1,-252,1131,237.6609981,52398.74121,228.90771329999998,6.728162516,2.312180065,1383,137,1745,1057.366555,92994.33984,304.9497333,2.008750283,1608,-237,301.09837989999994,15609.91968,870,3614896,71553538,5802255
11701,1,-4838,2282,968.7835236,897516.2791,947.3733578,7.773306659,-1.6046317890000001,7120,-774,4490,1346.345592,466792.6912,683.2222853,7.514034064,5264,-2950,603.0068796,329131.6462,3821,60066657,116009373,23271507
11702,1,-2292,1000,686.3534986000001,434456.7344,659.1333206,2.859141657,-1.501424448,3292,-49,2294,1291.9209230000001,305820.9939,553.0108443,0.013159043,2343,-1574,408.8444272,128166.0291,2722,30149192,106819819,10697841
11703,1,-1535,1888,497.78058980000003,195108.0935,441.7104182,9.429785488,1.212376752,3423,-147,3823,1119.137642,251906.4834,501.9028625,14.17440906,3970,-1079,277.182025,39869.8125,1623,15858273,80158020,4917112
11704,1,-545,262,177.14515590000002,20289.68359,142.4418604,1.6459399730000002,-0.220936565,807,382,1686,1047.006387,70939.55859,266.34481150000005,1.1410492859999999,1304,59,242.58580959999998,4427.733397999999,376,2008346,70158232,3766264
11705,1,-747,1626,288.2501355,79855.1521,282.58653910000004,18.19236455,3.0919444210000004,2373,941,1450,1095.080362,15048.96484,122.67422240000002,-0.232795387,509,-257,256.44809419999996,19715.14746,672,5317641,76748864,4209000
11706,1,-1525,1949,592.4846385,323185.5662,568.4941215,2.537404044,0.397817815,3474,29,1843,1184.0432779999999,151580.2556,389.33309080000004,0.39410304700000004,1814,-653,299.1257835,47841.10718,1375,22466435,89725343,5726479
11707,1,-111,151,60.136173600000006,2769.003662,52.62132326,2.199136974,1.125782845,262,980,1078,1022.875061,287.78881839999997,16.96433961,0.663018298,98,69,194.31341469999998,1246.8532710000002,188,231447,66961497,2416493
11708,1,-232,10,117.119597,1842.811523,42.92798066,1.123728008,0.063348209,242,990,1313,1058.442879,6320.029053,79.49861038,3.49605931,323,118,228.69155669999998,2535.978271,278,877888,71699285,3347189
11709,1,-777,3020,512.7601321999999,262361.115,512.2119825,17.94335417,3.376510857,3797,627,1441,1058.4406199999999,32088.986080000002,179.1339892,0.10344593,814,-633,267.2838496,30130.09375,1137,16827069,71698979,4572202
11710,1,-1393,2505,550.5373795,280909.0273,530.0085163,8.751379365,1.316786904,3898,137,1872,1167.2044529999998,167478.1287,409.24091760000005,0.0057267509999999995,1735,-881,286.7127537,51792.11304,1603,19397850,87191439,5261069
11711,1,-1121,797,271.9314309,72069.37671,268.457402,4.697579377,-0.07636468099999999,1918,68,2137,1096.126319,157200.5225,396.48521089999997,1.56943929,2069,-49,287.3645333,20639.60938,821,4732589,76895546,5285016
11712,1,-696,-30,281.9109733,14393.00366,119.97084509999999,3.663093408,-1.230469373,666,431,1490,1057.943384,41508.24585,203.7357255,2.120941461,1059,-89,153.1967179,4934.9646,376,5086323,71631629,1502031
11713,1,-4717,1828,717.7538423,458756.906,677.3159573,28.42416041,-4.102473371,6545,-549,3921,1067.4659980000001,220222.1709,469.27835120000003,23.66577606,4470,-1722,365.3959539,103590.6091,2484,32970917,72926954,8544909
11714,1,-989,80,423.676782,70962.65405,266.3881643,-0.234071323,-0.745122634,1069,107,1715,1062.014492,172551.8037,415.3935528,-0.773869695,1608,-198,193.08543280000004,15686.76343,643,11488129,72183986,2386047
11715,1,-4242,1303,750.5838769,468589.1406,684.5357117000001,16.48359444,-3.052649394,5545,-656,2127,1062.23479,190350.5,436.2917602,4.285454629,2783,-237,228.58915109999998,18143.52734,840,36056074,72213936,3344192
11716,1,-2343,989,546.8912998,227550.5615,477.02260060000003,9.295820273,-1.988897196,3332,88,2509,1073.026859,185066.9216,430.19405109999997,5.021587935,2421,-633,228.59649900000002,16671.073969999998,1128,19141766,73688745,3344407
11717,1,-292,-151,227.4342625,974.7021483999999,31.22022019,-0.409688646,0.017007726,141,921,1068,1002.445323,829.9990234,28.80970363,0.579769456,147,108,180.4599592,776.0212402000001,129,3310486,64313384,2084211
11718,1,-3070,404,598.8874712,280973.3513,530.0691948,12.02147956,-3.205977426,3474,441,3460,1093.01208,156696.4961,395.8490825,20.16987921,3019,-1782,334.9015014,80346.94897,2405,22954637,76459226,7178177
11719,1,-292,-10,198.0766108,2394.339844,48.93199203,1.9525652269999998,0.8005042809999999,282,862,1098,1010.564106,2086.467773,45.67786962,1.102468397,236,29,203.63777580000001,2573.108398,317,2510998,65359348,2653974
11720,1,-2181,828,477.8533052,186203.3896,431.5129079,8.798477274,-2.255072989,3009,-176,2911,1112.531144,197676.1423,444.6078523,4.982913731,3087,-861,302.7870797,51084.06226,1712,14614002,79214435,5867521
11721,1,-1757,1111,461.3120216,171256.5068,413.8314957,6.953874412,-0.946852555,2868,343,1656,1038.110385,74577.02905,273.08795110000005,0.880046728,1313,-564,287.0734608,21779.80444,1187,13619762,68971083,5274315
11722,1,-878,808,273.69494310000005,70981.15796,266.4228931,3.567451158,-0.027190267999999997,1686,558,1500,1016.140108,31040.15625,176.1821678,1.087959266,942,-9,237.8215586,8007.725586,424,4794171,66082606,3619782
11723,1,-838,70,243.32806430000002,26904.101319999998,164.0246973,4.099869817,-1.703081563,908,-137,1617,1046.470556,79792.48438,282.475635,4.601211633,1754,-188,232.1911591,9976.644287000001,633,3789347,70086440,3450415
11724,1,-313,-70,203.4519676,1959.4313960000002,44.26546505,0.518338929,0.302712915,243,950,1303,1024.775372,4338.756836,65.86924044,7.394281017999999,353,148,218.3553941,1043.325928,149,2649133,67210532,3051461
11725,1,-4030,2060,708.5614717999999,475668.3416,689.6871331,16.35424216,-1.918345991,6090,264,3176,1003.6241279999999,181349.6306,425.8516533,10.25088943,2912,-138,230.8891441,12726.4353,781,32131799,64464729,3411827
11726,1,-1525,1030,423.91611789999996,140352.2344,374.63613599999996,5.78053607,-0.260995267,2555,843,2215,1096.580117,41852.064210000004,204.5777706,16.21925094,1372,-574,276.58709639999995,35601.67944,1108,11501112,76959229,4896027
11727,1,-1686,414,381.63478530000003,105288.0662,324.48122620000004,9.238596804,-2.784930428,2100,666,1450,1016.6585970000001,25296.30835,159.0481322,0.530207211,784,-247,225.23390619999998,11810.4209,672,9321287,66150061,3246740
11728,1,-454,121,241.11518250000003,11101.76563,105.3649165,0.980921542,0.091625054,575,666,1627,1009.399172,25002.30859,158.1211833,2.9314094319999997,961,-148,216.1587958,7656.631836,613,3720738,65208748,2990376
11729,1,-1838,606,424.19836160000006,132311.1875,363.7460481,9.067124900000001,-2.5060883169999997,2444,362,1666,1023.2889220000001,72642.75684,269.5232028,0.43151625,1304,-732,282.16653439999993,46488.265380000004,1514,11516432,67015694,5095549
11730,1,-818,808,294.48320730000006,62767.96069,250.5353482,3.177530098,0.044242082,1626,607,1578,1056.11525,39913.20093,199.7828845,0.408644689,971,-336,232.66227540000003,14424.945069999998,712,5550103,71384283,3464431
11731,1,-2252,707,514.0846234,249822.9375,499.82290610000007,5.948682797000001,-2.103864988,2959,294,1960,1150.710032,120210.3044,346.713577,0.27836323399999996,1666,-1059,320.6064809,54312.861079999995,1870,16914112,84744549,6578465
11732,1,-1070,616,298.58538880000003,84092.24585,289.9866305,1.3690927990000001,-0.126912862,1686,-9,2078,1124.5959,202463.6318,449.95958909999996,0.7671583909999999,2087,-59,313.4560127,14742.70288,692,5705807,80941820,6288299
11733,1,-1777,2191,624.0819633,370455.8533,608.6508468,3.3777615969999997,-0.114190489,3968,19,2078,1193.0349099999999,248513.4099,498.51119339999997,-0.24537018800000002,2059,-1990,448.6070803,144351.1553,2890,24926611,91093267,12879892
11734,1,-484,111,254.49118969999998,11585.08179,107.63401780000001,1.9981475659999999,-0.074047942,595,490,2029,1019.2783289999999,41988.467769999996,204.9108776,9.24283705,1539,0,175.94721330000002,1967.038818,257,4145009,66491412,1981275
11735,1,-262,-111,194.2991009,725.9626465,26.943694,1.180418143,0.5483901529999999,151,931,1058,1006.668368,307.49975589999997,17.53567096,4.841503183,127,138,196.9704531,497.64624019999997,99,2416137,64856397,2483031
11736,1,-1424,1181,383.8181536,104764.4209,323.6733244,8.246142918,-0.470341755,2605,313,2647,1048.689204,106456.5115,326.27674060000004,9.350040482,2334,-1207,285.8794272,45632.984130000004,1840,9428248,70383939,5230531
11737,1,-2474,2464,588.4753737999999,321126.5017,566.6802464,9.96092646,0.42015969799999997,4938,49,2705,1101.0702390000001,153804.0583,392.1786052,7.294874836,2656,-2910,577.6965845,303782.7148,4593,22163409,77590763,21358934
11738,1,-424,282,172.5359564,12029.74609,109.6801992,3.285601336,1.055625614,706,696,1754,1031.641873,25318.833740000002,159.11892949999998,6.446741697,1058,-732,303.4787369,63432.62109,1464,1905194,68114237,5894358
11739,1,-434,474,185.26505509999998,15916.282959999999,126.1597517,11.42959594,2.403557136,908,460,1784,1066.46305,33202.20215,182.21471440000002,4.823279694,1324,-1524,393.5181857,98657.93359,2494,2196681,72789980,9910820
11740,1,-959,929,292.85864760000004,70405.68359,265.34069339999996,3.864643568,0.07179922,1888,549,1529,1046.0264619999998,44923.251710000004,211.9510597,0.393831644,980,-712,256.4263113,27136.062260000002,1266,5489036,70026967,4208285
11741,1,-5000,3161,1032.5919529999999,1015035.865,1007.489883,8.589100807000001,-1.2791224429999999,8161,-313,4254,1189.678548,461996.3943,679.7031663,6.802491439,4567,-1475,443.31098,156249.1523,3138,68239753,90581443,12577576
11742,1,-424,10,272.3621498,5053.228271,71.08606243,2.035593453,0.535784949,434,519,1205,997.0108215,18287.91187,135.2328062,2.330679012,686,-69,196.6321915,5823.983397999999,385,4747593,63617957,2474510
11743,1,-3010,2080,554.6098291000001,253346.7412,503.3356149,18.668605399999997,-1.181927474,5090,-656,3029,1127.639217,219118.6287,468.1010881,8.994547358,3685,-1772,390.2049341,119538.4724,3108,19685892,81380493,9744633
11744,1,-666,60,265.9277686,19549.72437,139.82032890000002,1.299147472,-0.8751003959999999,726,333,1343,1010.870989,37610.14746,193.9333583,2.707097751,1010,89,197.2434251,3572.717773,237,4525925,65399050,2489918
11745,1,-292,-151,218.25909199999998,1304.46875,36.11743,-1.004378519,-0.046938119,141,941,1107,1004.285054,823.453125,28.69587296,1.3545920230000001,166,138,189.9445232,787.7770996,129,3048770,64549662,2309051
11746,1,-353,-70,229.00504909999998,3284.108398,57.3071409,-0.34463755100000004,0.322280293,283,901,1519,1042.093214,12176.58569,110.34756770000001,8.675886615,618,99,172.90848369999998,933.5585937999999,138,3356372,69501329,1913430
11747,1,-2040,767,483.6905971,179273.6943,423.40724410000007,6.106928957,-1.833836848,2807,294,2441,1049.1634470000001,116865.9287,341.8565909,3.7235037380000002,2147,-1336,334.1622454,70961.34375,2326,14973222,70447612,7146522
11748,1,-878,1181,292.2990763,60008.46777,244.96625840000002,13.48242106,1.6190489769999998,2059,637,2392,1040.769742,60448.68359,245.86314,15.81764892,1755,-910,293.8945921,43589.694339999995,1345,5468080,69324906,5527938
11749,1,-1414,868,430.9268717,156914.7256,396.1246339,2.1873645390000003,-0.795841921,2282,294,1725,1113.49532,115642.365,340.0622957,-0.204690048,1431,-633,284.9305837,38116.217769999996,1246,11884670,79351797,5195868
11750,1,-2535,1474,579.210454,318282.7881,564.165568,5.131610425,-1.453976572,4009,98,2490,1220.386017,255298.7656,505.2709824,0.362042594,2392,-1405,407.5747439,122036.8572,2236,21471024,95317890,10631499
11751,1,-2070,878,620.562522,353879.3711,594.8776102,2.1959813059999997,-1.4146956419999999,2948,19,3941,1298.92559,423339.8896,650.6457482000001,3.9809948410000002,3922,-1920,440.04509709999996,144369.5615,2771,24646262,107981292,12392940
11752,1,-2383,1232,539.7711899,215555.9648,464.28005,13.24412496,-2.782527509,3615,823,1676,1062.111642,26663.68726,163.29019340000002,5.492339621,853,-1297,285.73654819999996,61631.96777,2118,18646588,72197193,5225304
11753,1,-272,-10,202.4975694,2374.591553,48.72978096,3.22972804,1.6353207180000002,262,921,1362,1033.446093,5404.204834,73.51329699,6.784777839,441,29,174.915024,1059.62085,208,2624337,68352693,1958097
11754,1,-1454,1161,393.0961834,136295.3904,369.18205589999997,4.5185635060000005,-0.443204014,2615,235,4578,1115.197873,290937.7908,539.3864948,28.34959368,4343,-376,253.9947096,13409.05859,979,9889575,79594643,4128852
