,0,Minimum_A_F,Maximum_A_F,RMS_A_F,Variance_A_F,STD_A_F,Kurtosis_A_F,Skewness_A_F,RangeA_F,Minimum_A_V,Maximum_A_V,RMS_A_V,Variance_A_V,STD_A_V,Kurtosis_A_V,Skewness_A_V,RangeA_V,Minimum_A_L,RMS_A_L,Variance_A_L,RangeA_L,P_A_F,P_A_V,EN_A_F,EN_A_V,EN_A_L,ENt_A_F,ENt_A_V
11618,1,-595,-70,280.6201559,10536.92358,102.6495182,2.484611522,-1.40168335,525,558,1372,989.1234281999999,22370.09375,149.5663523,1.762318366,-0.777620447,814,-108,166.9514806,4439.884521,424,613800.088,4787433.666999999,5039851,62615370,1783859,2.254633519,2.199987346
11619,1,-1020,2474,606.9763690000001,364537.4648,603.7693805,6.5632015589999995,2.381448384,3494,666,1490,1024.796619,15505.911869999998,124.52273629999999,3.618488718,-0.162765517,824,-376,304.42612510000004,42967.16968,1455,7721248.473999999,4715111.42,23578900,67213319,5931217,2.8589357730000002,2.938078493
11620,1,-525,555,202.0397934,28111.038819999998,167.6634689,3.461297525,0.09196195900000001,1080,656,1323,1021.9983869999999,20684.548580000002,143.8212383,-0.056074757,-0.370906634,667,-108,274.0581599,25015.83984,682,374192.1596,4920036.215,2612485,66846765,4806904,2.967262101,2.033564964
11621,1,-535,666,195.83491130000002,33247.99609,182.3403304,2.9687526980000003,0.108053455,1201,343,1784,1039.967946,58622.33179,242.12049019999998,2.1320353069999998,0.40509531,1441,-475,339.0696831,48903.186519999996,1336,462685.4373,6166296.241,2454484,69218133,7357968,2.9854869039999996,2.327226847
11622,1,-1545,2121,455.0433358,206833.7773,454.78981669999996,8.707139565,1.074853749,3666,343,2637,1056.473334,62754.413089999995,250.5083094,25.05355082,3.657956252,2294,-475,367.0772015,81478.47437000001,2276,4946301.34,5463068.4860000005,13252124,71432698,8623723,3.203597223,3.2595370810000004
11623,1,-454,1020,249.90266859999997,61710.4834,248.41594840000002,6.4108634470000005,2.109281869,1474,607,1950,1027.402778,27170.334960000004,164.83426509999998,14.57489841,2.368470549,1343,-257,345.4582553999999,54236.694339999995,1811,1714014.4630000002,4852322.9180000005,3996886,67555614,7637850,2.8818256289999997,3.013976786
11624,1,-838,919,234.10674649999999,48905.80859,221.1465772,8.124847847,1.028653718,1757,676,1823,1004.772907,28168.78809,167.8355984,10.17106447,2.349056291,1147,-366,408.0071231,86698.87109,2217,1785799.8380000002,4304936.598,3507582,64612390,10654068,2.9010174039999996,3.1948119989999997
11625,1,-202,0,93.13036897,1619.8903810000002,40.24786182,1.673200454,-0.47949600299999995,202,941,1068,1016.832183,484.8349609,22.01896821,1.2429814540000002,-0.668367079,127,148,209.99966519999998,933.3044434000001,149,56909.48929,4248811.29,555089,66172652,2822391,2.893339446,2.972892532
11626,1,-111,30,66.81621248,689.8398437999999,26.26480237,2.271548393,1.3720552169999998,141,990,1049,1019.7931619999999,151.76464840000003,12.31927954,0.178683192,0.328847579,59,158,214.5395141,291.37084960000004,89,27346.2631,4363707.938999999,285722,66558598,2945741,2.574884029,2.775102397
11627,1,-121,40,57.01754116,1276.3085939999999,35.72546142,-0.207999868,0.33537685899999997,161,980,1049,1016.1538390000001,185.6210938,13.62428324,-0.045076495,-0.11149289800000001,69,188,222.34337889999998,353.56030269999997,79,72214.35586,4260608.101,208064,66084392,3163941,2.443430045,3.247299719
11628,1,-1303,424,208.88644490000001,38338.71069,195.8027341,22.72995927,-3.6867061660000005,1727,470,1441,1030.866679,18297.919680000003,135.2698033,6.255142371,-0.9113514840000001,971,-594,333.265988,77542.89746000001,2584,227157.542,4634752.777,2792547,68011911,7108238,3.0978274519999998,2.7453403169999997
11629,1,-2343,1161,468.63328550000006,199656.7646,446.8296819,12.55929133,-2.731714297,3504,392,1598,1080.18726,69842.85522,264.2779885,0.49155348299999996,-0.643523764,1206,-643,269.3776972,36843.34375,1405,5209118.562,8130374.805,14055498,74675489,4644118,3.218194501,2.572144504
11630,1,-2272,1979,586.9069746,310987.9509,557.6629367,7.1086124260000005,-0.7827180340000001,4251,352,2725,1076.857305,148591.4063,385.4755586,10.12805422,2.779962326,2373,-990,370.110161,91931.46875,1742,7928600.779,5128967.975,22045427,74215786,8766818,3.147410424,2.917340114
11631,1,-1939,727,407.29856980000005,128304.6094,358.196328,12.07229286,-2.8958096280000003,2666,343,1490,1026.86565,44490.874019999996,210.92859930000003,2.158902842,-1.125102882,1147,-435,210.0358972,17754.511469999998,939,218327.247,4379121.896000001,10617096,67484996,2823365,3.1671498089999996,2.753874932
11632,1,-2424,797,466.71734289999995,176164.4412,419.7194791,13.78761884,-3.114962775,3221,245,2254,1073.6448289999998,105288.9023,324.48251469999997,2.842704543,0.164339352,2009,-910,305.88210039999996,57505.40991,1642,5220639.097,10425938.52,13940805,73773646,5988087,2.9088077880000003,2.359164977
11633,1,-858,535,300.9221245,81157.24609,284.88110869999997,0.944476071,-0.721257267,1393,470,1784,1085.5301630000001,58912.54467999999,242.71906529999998,1.06053781,0.033974267999999995,1314,-851,268.8545146,33596.77734,1286,3453909.588,8217040.507999999,5795464,75416047,4626096,2.542309441,1.753469903
11634,1,-3868,4333,952.0808051000001,899874.0583,948.6169187,9.89833912,0.182558177,8201,-1088,4735,1241.133353,619531.8594,787.1034617,7.139020866,1.165072619,5823,-1000,448.6413517,131120.2969,2742,3327635.61,12208157.07,58013303,98586368,12881860,3.251491833,2.9666233139999996
11635,1,-2040,767,405.246607,140325.585,374.6005672,10.3558163,-2.179878824,2807,352,1392,1027.726374,56033.99121,236.715,1.049782488,-1.172388248,1040,-663,274.55859460000005,42173.05444,1276,4401764.341,7964937.94,10510388,67598176,4824475,2.834187019,2.323711129
11636,1,-393,-131,233.6327246,3140.339844,56.03873521,1.009198647,-0.9132839420000001,262,745,1127,1001.057925,5426.725586,73.66631242,3.3349877589999997,-1.6516488440000001,382,108,169.98786719999998,1027.7460939999999,139,293451.2965,4577991.88,3493392,64135486,1849336,2.02864082,2.143417694
11637,1,-2979,909,542.3179562000001,262973.0603,512.8089901000001,14.31685845,-3.002549113,3888,117,1872,1066.006383,151716.5212,389.5080503,-0.281717231,-0.39958549299999996,1755,-514,249.72647540000003,26547.75,1068,6680073.637999999,9112635.495,18822961,72727655,3991252,2.9310881660000003,2.1628855540000003
11638,1,-3070,3121,707.2601073,479691.8201,692.5978776000001,12.33508564,-0.34013479700000004,6191,-2235,4794,1196.9292679999999,507646.5544,712.4931961,16.90749917,1.162486008,7029,-1227,339.15734269999996,64522.16382,1791,7575894.927999999,7512237.688999999,32013879,91688939,7361773,3.356208945,3.360940533
11639,1,-5000,4040,884.1734663999999,754589.2568,868.6709716,21.19663674,-0.749176952,9040,-1117,4686,1170.698743,332779.49,576.8704274,25.85489576,3.070493284,5803,-801,254.1562634,32733.15625,1365,4026006.425,7350549.407000001,50032814,87714275,4134106,3.329459065,3.321535592
11640,1,-535,242,278.89256439999997,21300.569340000002,145.9471457,1.186420066,0.995116934,777,617,1441,1014.5852679999999,25473.200930000003,159.603261,1.067020682,0.5990107170000001,824,-49,173.0034772,4144.868896,395,557871.0475,5387227.808999999,4977988,65880529,1915533,2.723049581,2.660246945
11641,1,-2818,2262,618.4175622,324434.5693,569.5915812000001,10.90807566,-0.188689057,5080,-254,3441,1112.715288,225847.7969,475.2344652,10.36761797,1.992269326,3695,-811,244.5311202,38186.46875,1405,1024249.337,4823653.4860000005,24476178,79240660,3826910,3.1194286019999997,3.0178971060000004
11642,1,-797,656,283.70032599999996,77666.92871000001,278.68786969999996,0.972992083,0.309128272,1453,39,2019,1064.88971,138672.1006,372.38703060000006,1.705437261,0.134484241,1980,89,271.3448567,11798.10059,742,1002309.936,5279122.763,5151096,72575366,4712194,2.508455498,1.738680515
11643,1,-1333,1262,469.4163098,217784.033,466.67336860000006,1.128670239,-0.222672292,2595,39,2245,1235.74163,231159.7344,480.7907387,0.589526508,0.08593709599999999,2206,-415,322.8670392,48502.86621,1286,4391643.522,10874000.43,14102507,97731672,6671560,2.724129908,1.5435173519999998
11644,1,-2050,777,576.7278522999999,322885.0427,568.2297447000001,2.918677264,-1.5982945469999998,2827,-176,2500,1281.8960630000001,340484.9568,583.5108882999999,-0.0008898619999999999,0.356065566,2676,-990,352.454607,79240.49121000001,1772,11355403.4,15889023.07,21287361,105168481,7950352,2.5350146909999998,1.6571260030000001
11645,1,-1010,10,364.5355778,30426.178710000004,174.4310142,2.619742349,-1.106943078,1020,186,1558,1012.04875,71575.16967999999,267.5353615,0.7306096870000001,-0.464612197,1372,-108,159.3528906,12765.20313,513,1672972.529,6908859.311000001,8504716,65551531,1625174,2.382710608,2.135546502
11646,1,-4989,2323,924.7690421,784873.3711,885.9307936,13.63909368,-2.5730251230000003,7312,-941,2637,1236.024512,409780.7881,640.1412251,1.894588455,-0.65201003,3578,-1445,505.07545849999997,231414.085,4544,9350362.3,15626690.2,54732658,97776422,16326478,3.243297997,2.837639868
11647,1,-2696,2141,574.8642231000001,295861.249,543.9312907000001,11.55971564,-0.933345855,4837,-147,2294,1041.805067,187571.9373,433.09575989999996,2.269995696,-0.281643111,2441,-1287,355.6123021,91333.15015,2504,7598482.302,10371415.87,21150008,69462899,8093447,3.02322148,2.148800487
11648,1,-4565,3111,744.7692176,530762.6318,728.5345783,24.65081499,-2.217263464,7676,-1647,4725,1196.581348,364621.0759,603.8386174999999,25.03407351,2.242253433,6372,-1108,282.9364438,48535.686519999996,1533,3533463.582,7246455.433999999,35499596,91635643,5123394,3.390150058,3.3607997519999997
11649,1,-1111,2000,395.31251480000003,154242.7634,392.7375249,10.59182339,1.489686539,3111,666,1450,1081.919648,26185.0625,161.8179919,0.428007674,-0.449458784,784,-504,281.9888351,31110.82788,1137,3849957.229,6607869.7639999995,10001407,74915208,5089133,3.0152509530000002,1.758582603
11650,1,-4979,2868,760.4797622000001,574792.9365,758.1509985,28.27827777,-3.401620982,7847,-245,3490,1135.193548,192357.2322,438.5854902,14.141968799999999,2.0016505209999997,3735,-287,252.3345374,15875.828130000002,841,4234482.036,8552871.461000001,37013086,82474521,4075054,3.383466178,3.2960987110000004
11651,1,-3898,3535,855.2393214,673646.6443,820.7597969,11.13380197,-0.302031158,7433,-68,2852,1201.259118,181262.7021,425.7495768,3.6494893860000004,0.795433073,2920,-1069,346.91589849999997,97977.02515,2267,15543202.87,15139893.37,46811795,92353502,7702441,3.348915005,2.6111698530000003
11652,1,-3686,3484,759.3347313999999,541707.8357,736.0080405,15.68678985,-0.14797006,7170,205,3598,1145.104253,222371.5,471.5628272,11.41191655,2.291207303,3393,-1287,348.7941728,98248.375,2564,7102957.602999999,14494370.07,36901711,83920880,7786072,3.4066323560000003,2.798889838
11653,1,-515,50,251.34833270000001,14906.52124,122.0922653,-0.049261017000000004,-0.745376583,565,460,1333,992.3656631000001,41250.57397,203.1023731,0.225387111,-0.896625969,873,-19,155.35388030000001,5472.706787,335,334191.9033,4846444.0,4043263,63026535,1544629,2.36317042,2.22253676
11654,1,-878,828,357.3665835,72294.77246000001,268.8768723,2.7717259039999997,0.303506367,1706,88,2813,1134.700642,192743.0017,439.02505819999993,2.909153326,0.487356921,2725,-277,163.28890230000002,10355.17749,603,2911367.986,14701013.35,8173496,82402915,1706449,2.67073417,2.3580084340000003
11655,1,-575,30,293.76396239999997,16063.98413,126.7437735,-0.37369523299999996,-0.23668693300000002,605,549,1598,1002.0523699999999,38464.939210000004,196.1248052,0.545838821,0.205012008,1049,-386,147.74116940000002,7446.197020999999,663,1072307.648,4622626.286,5523025,64262973,1396957,2.288221973,2.136897538
11656,1,-383,10,197.27855469999997,6220.017334,78.86708651,0.270042838,0.031517644,393,647,1245,1031.230257,8064.871094,89.80462735,6.1788407439999995,-1.37921275,598,99,187.0224335,1345.2692869999998,188,289133.1191,4731537.79,2490805,68059894,2238553,2.9160566739999996,2.679213965
11657,1,-838,1181,272.3370212,70452.16967999999,265.428276,7.102667804,0.722528699,2019,656,1362,1051.5037220000002,24482.53687,156.4689645,-0.005367028,-0.531331556,706,-49,213.6786796,10940.407959999999,415,2029136.924,5264326.212,4746717,70762245,2922149,2.828950936,1.8133250969999999
11658,1,-2909,2959,678.8176071,446378.3398,668.1155137999999,10.15685023,-0.06192038,5868,-676,4529,1238.054409,415926.0586,644.9232967,13.60312028,2.7457947999999996,5205,-3178,533.7479215,247190.1943,3841,4420956.574,14935374.85,29490774,98097838,18232758,3.270732167,3.1282679460000002
11659,1,-1868,1202,572.8475201,320666.624,566.2743364,1.894633836,-0.975678571,3070,29,2254,1223.831369,225026.6943,474.36978650000003,0.277786283,0.09133768099999999,2225,-1079,344.7911506,77709.99121000001,1979,12488956.39,18641992.77,21001874,95856846,7608380,2.64868265,1.509160408
11660,1,-2050,757,537.1514568,267678.5225,517.376577,2.7830413519999997,-1.231977101,2807,117,2176,1229.686679,243162.28100000002,493.1148761,-0.096085362,0.295183889,2059,-1534,391.29718169999995,111796.5701,2395,8131565.051,19103033.78,18466028,96776277,9799263,2.458098751,1.579042439
11661,1,-373,1151,232.99802169999998,52664.239989999995,229.48690589999998,7.545399568,2.085636956,1524,784,1196,1027.836069,6750.685303,82.16255414,0.759318257,-0.607330286,412,-257,261.5382381,12396.06934,752,932805.6272,4542318.929,3474437,67612607,4377744,3.014196633,3.0891238569999997
11662,1,-474,797,187.447576,32186.746089999997,179.40665009999998,4.64026197,1.2625977590000002,1271,823,1127,1006.981349,2981.1875,54.60025183,1.9857451680000002,-0.940596969,304,138,269.8347585,3139.544678,267,877580.8389,3930422.637,2248742,64896732,4659891,2.750066977,2.878558791
11663,1,-202,242,75.88200132,5521.206787,74.30482344,1.566658115,0.21792418100000002,444,774,1078,1011.3065029999999,1693.749023,41.15518222,14.96911651,-3.021630065,304,168,266.2722115,1312.099365,198,91000.35542,4362747.563999999,368517,65455414,4537657,2.7934553810000002,3.05882955
11664,1,-414,50,161.8019623,9571.109375,97.83204677,0.8211282329999999,-0.857431433,464,656,1676,1052.9780759999999,29598.954830000002,172.0434679,2.5941121209999998,0.536311423,1020,-277,260.2325282,18325.90625,663,285494.5375,5553975.422,1675512,70960821,4334142,2.873608893,2.5089763780000003
11665,1,-2595,2151,559.2997296,275143.8037,524.5415176,11.98813556,-0.497227322,4746,176,2872,1023.438918,140647.1563,375.0295405,9.521276663,1.7799644069999998,2696,-1009,309.7719423,55494.819339999995,2236,4480169.65,6903727.569,20020236,67035342,6141354,3.0625046489999996,2.692794459
11666,1,-4181,3282,780.0558774,575652.5994,758.7177337,16.65012248,-1.129791943,7463,68,3215,1122.970426,215779.988,464.5212461,7.147258851,1.487792402,3147,-495,234.42679429999998,20909.90601,1049,4958449.874,13395387.86,38943179,80708005,3517179,3.351040919,2.675995592
11667,1,-1949,1444,461.69856239999996,198143.9961,445.1336834,6.34051123,-0.43281091200000005,3393,411,2431,1085.3407300000001,90702.1084,301.1679073,5.930795294,1.559009359,2020,-1118,312.16394429999997,59342.06812,1791,5370858.3889999995,7731117.373,13642596,75389728,6236565,3.16163541,2.625078366
11668,1,-1525,717,478.71306969999995,213057.0408,461.5810230000001,1.726798382,-1.097047752,2242,127,2127,1206.741105,192777.8428,439.0647364,0.044702454,0.23371505399999998,2000,-2415,529.6635725,256837.12399999998,3157,10771495.07,15723443.24,14666637,93198342,17954784,1.817811035,1.8659770409999998
11669,1,-3474,1555,694.8336019,461836.6482,679.5856445000001,8.202237372,-2.108834298,5029,98,3990,1280.6384460000002,398446.9451,631.2265402,5.256275464,1.59970958,3892,-2306,457.549929,167262.8506,3246,14244713.64,20902492.12,30898799,104962229,13398524,3.038421236,2.513561616
11670,1,-666,1181,304.3492546,92627.99609,304.3484781,3.1412340569999997,1.014101055,1847,490,1284,1038.6284150000001,22511.038819999998,150.0367915,2.431250984,-1.2353773259999998,794,39,218.37052799999998,4278.569336,396,3547687.727,4454509.89,5928222,69039935,3051884,2.632660211,2.226889479
11671,1,-1666,919,481.1169784,206336.4353,454.2427053,2.800368041,-1.177794351,2585,117,2519,1210.252434,231257.7693,480.8926796,0.208933112,0.196733674,2402,-1425,380.12138280000005,114492.9431,2167,4866857.6280000005,17292124.29,14814307,93741501,9247505,2.479015694,1.6107552969999999
11672,1,-2040,2161,642.1116166,396592.3552,629.7557901,3.507144343,-0.41334709999999997,4201,-9,2264,1296.9091859999999,307510.2969,554.5361096,-0.174885305,0.047883232000000005,2273,-1059,359.3359327,93554.70996000001,2078,6189724.61,20883587.31,26387669,107646300,8263828,2.950118704,1.543763185
11673,1,-1565,565,338.4681253,79375.1189,281.7359027,9.344623046,-1.751642301,2130,401,2039,1046.318061,62684.22827000001,250.36818540000002,4.562296983,0.59647145,1638,-910,269.5931541,49118.21875,1454,2140954.744,7965075.029,7331883,70066015,4651550,2.7729717160000003,2.274950557
11674,1,-4969,2707,782.8863363,586071.3611,765.5529773,25.2930887,-2.725610625,7676,68,4166,1107.414112,238920.115,488.7945529,25.32818138,3.95840737,4098,-2425,378.648068,120341.5544,2959,362135.3197,4513842.888,39226305,78487425,9175959,3.356874025,3.308267945
11675,1,-5000,3929,872.8190498,710652.3086,843.0019624,22.40854605,-1.028398377,8929,-509,4519,1151.4620869999999,346507.2969,588.6487041,18.44137084,2.9230068730000003,5028,-1306,363.5366213,97945.43652,3048,3434872.62,10504609.74,48756038,84855356,8458168,3.3307290330000003,3.265434158
11676,1,-2888,2020,697.5627324,430654.1248,656.2424283,5.790685474,-0.5265347579999999,4908,-529,4058,1219.128666,450300.6111,671.0444181,5.624819346000001,1.02944423,4587,-267,215.2677838,22614.59277,831,9669626.348,23855950.16,31142001,95121581,2965774,2.877073906,2.561109486
11677,1,-2464,1464,555.6820696000001,297691.8398,545.6114367,7.064053295,-1.432232199,3928,637,1823,1089.130882,46749.90405,216.21726119999997,1.8058498980000002,0.641678134,1186,-821,246.75364109999998,32416.070069999998,1335,6922731.89,7308666.698,19762084,75917189,3896791,3.0666286730000003,2.176077071
11678,1,-1494,1242,460.3555182,196547.3279,443.3365853,2.81166499,-0.8071381559999999,2736,166,2166,1195.843942,199711.1619,446.890548,-0.225738501,0.166868954,2000,-762,304.6712624,57674.18726,1643,3974097.0160000003,16118134.04,13563341,91522735,5940773,2.580312142,1.7420551080000002
11679,1,-1575,1444,475.1500914,209041.8455,457.210942,3.6471761330000003,-0.761012169,3019,166,1872,1147.935341,138189.8533,371.7389585,0.29716463,0.021199267999999997,1706,-1148,313.5803326,61684.30859,1821,1336099.369,7768745.471,14449127,84336355,6293288,2.78489645,1.587098417
11680,1,-1797,1272,385.3609307,107351.1208,327.644809,12.83853066,-0.693696623,3069,441,1970,1037.593377,46597.03491,215.8634636,7.282467855,1.683539025,1529,-475,210.2782011,16061.130619999998,791,1520799.874,6808597.492000001,9504195,68902401,2829883,3.1168482460000004,2.98640534
11681,1,-474,323,174.7806661,16990.58984,130.3479568,3.14052045,0.5388265729999999,797,568,1431,1032.350927,31459.4375,177.36808480000002,0.7178608259999999,-0.419710869,863,-19,205.797572,7471.241943000001,454,663852.0965,4407472.033,1955090,68207900,2710569,2.230425307,1.3648651000000003
11682,1,-727,1242,283.3445065,74030.75952,272.08594139999997,7.87264619,0.9708648329999999,1969,950,1303,1075.048742,7182.208740000001,84.7479129,0.296523904,1.1950081190000001,353,-99,195.136851,4549.347412,366,3181033.383,6573933.223999999,5138183,73966707,2437017,2.8384044160000004,1.740886039
11683,1,-1262,2191,433.3327784,182518.78100000002,427.2221682,11.29830195,1.548517554,3453,215,1803,1138.142634,127077.8906,356.47986010000005,-0.128177171,-0.30904437,1588,-1089,337.3229165,76598.03809,1584,5304567.299,12154408.74,12017747,82903594,7282352,2.9609702369999997,1.5395562319999998
11684,1,-414,-40,267.961751,4105.964844,64.07780305,3.760146408,1.227446216,374,666,1480,1031.4015570000001,17356.075930000003,131.7424606,3.6407971110000004,1.137327217,814,49,178.99214369999999,1740.433594,248,329739.6346,4415295.026000001,4595424,68082507,2050444,2.488212241,2.0147224230000003
11685,1,-2929,1606,613.5467712999999,303531.2029,550.9366596,9.49983296,-1.366790374,4535,9,2392,1036.056926,167615.6326,409.4088819,1.9395461090000001,0.340105447,2383,-1207,345.801989,88498.42749,2375,7831950.685,7608036.73,24092137,68698493,7653057,2.947410278,2.671131812
11686,1,-3292,1747,572.1830591,281443.5115,530.5124989,17.93760455,-2.304153657,5039,-78,2745,1118.976129,180462.0681,424.80827220000003,3.379998262,0.805299612,2823,-1247,311.0867293,71449.2146,1860,2481420.366,10405748.88,20953181,80134885,6193597,3.0913127719999998,2.516664277
11687,1,-4131,3494,912.5580375,800345.2947,894.6201957999999,10.88569059,-1.248927118,7625,-1127,4803,1222.348297,478417.8298,691.6775476,13.10512336,2.012708574,5930,-1792,480.1935645,161408.6404,3940,1742894.0569999998,6366550.598999999,53296779,95624663,14757495,3.3280922669999997,3.118873717
11688,1,-2252,1060,498.2276086,224331.5225,473.63648770000003,10.66183617,-2.2297630390000003,3312,9,2127,1060.886562,124886.4587,353.3927825,2.316021259,-0.490561604,2118,-940,298.9040398,48716.18359,1484,5527765.847,10826561.27,15886768,72030739,5717992,2.889646281,2.376907108
11689,1,-353,10,213.8868349,5766.325928,75.93632812,0.31759128600000003,0.11145425099999999,363,794,1303,1024.868444,10624.595459999999,103.07567829999999,0.440990723,0.368243279,509,49,173.646327,1385.7067869999998,208,423566.1064,3936231.568,2927845,67222741,1929795,2.664018484,2.171731614
11690,1,-818,-30,278.8925925,16160.77319,127.1250298,5.361709828,-1.833103252,788,333,1421,1004.630584,40688.32983,201.7134845,1.982594035,-1.10230225,1088,39,164.7591519,2087.67749,218,1193726.246,4395094.179,4977989,64594087,1737317,2.188626659,1.901382347
11691,1,-2292,767,497.0009903,189926.322,435.8053717,10.81293764,-2.518305385,3059,215,2529,1064.42254,128740.8281,358.80472139999995,3.986269221,0.622814209,2314,-564,233.890065,24395.92871,1078,6658892.682999999,10970133.94,15808639,72511702,3501092,2.667841182,2.292065734
11692,1,-1262,565,343.29249100000004,85376.56812000001,292.19268999999997,2.807874912,-0.418729054,1827,421,1725,1067.5408949999999,62588.77734,250.1774917,0.54873271,-0.185773104,1304,-69,197.0783474,5908.967772999999,465,1270185.8490000002,5652820.049,7542383,72937188,2485752,2.847821746,1.839133144
11693,1,-404,141,205.72155790000002,16092.54468,126.8563939,-0.27272251,-0.144712691,545,872,1519,1073.111517,21566.10913,146.8540402,3.612970759,2.197629544,647,19,216.3881423,3592.322021,268,40918.70009,4459253.35,2708567,73700373,2996725,1.334803757,2.2138186930000003
11694,1,-1838,2232,580.9043998999999,318924.1599,564.7337071000001,5.010570454,0.06844318,4070,392,1470,1112.67057,60844.70288,246.66719049999998,0.7667814270000001,-1.1174286409999998,1078,-891,368.5181898,79888.18652,1584,7646905.12,3964962.643,21596795,79234291,8691562,3.0942744739999997,1.71168805
11695,1,-545,606,209.5717732,36107.42554,190.01953989999998,4.015101045,1.622598094,1151,392,1784,992.2192534,28656.751710000004,169.283052,8.842820652999999,0.54055642,1392,-762,538.3481535,165463.324,2811,1285702.959,4343587.945,2810901,63007939,18548399,2.6624995,3.026152377
11696,1,-3535,2363,632.5035573,385465.0898,620.8583493,15.8889785,-1.594850664,5898,186,3656,1135.6750539999998,165793.4236,407.1773859,23.69028656,3.851108225,3470,-1326,341.81201430000004,63957.01342999999,2088,4579256.717,9127190.927000001,25603888,82544501,7477469,3.375988524,3.249914356
11697,1,-1727,626,448.1007316000001,181771.822,426.3470676,2.3512093519999997,-1.13454857,2353,117,2029,1172.10985,144584.2334,380.24233510000005,0.547135311,-0.11213119199999999,1912,-683,322.2941688,57782.80859,1405,3953119.687,9196647.15,12850833,87925856,6647906,2.525493199,1.7587849480000002
11698,1,-1434,1010,491.0618278,232387.7773,482.0661545,1.719672035,-0.703424077,2444,-98,2215,1175.4733820000001,240479.4587,490.38704989999997,0.891968828,0.282527233,2313,-1396,392.3946116,101460.9443,2207,5709754.998,11052765.32,15433070,88431211,9854306,2.8639164839999998,1.683006363
11699,1,-3363,535,515.5155338000001,217993.5291,466.8977715,29.54678007,-4.612822923,3898,-441,1607,1113.966323,174993.7773,418.32257569999996,1.838635508,-1.308794486,2048,-435,235.7657405,22376.11694,890,3669954.006,12428766.37,17008401,79418942,3557471,3.137587323,2.0479351059999997
11700,1,-252,1131,237.6609981,52398.74121,228.90771329999998,6.728162516,2.312180065,1383,137,1745,1057.366555,92994.33984,304.9497333,2.008750283,-0.850560483,1608,-237,301.09837989999994,15609.91968,870,450008.4665,5581744.281,3614896,71553538,5802255,2.831594055,1.968608946
11701,1,-4838,2282,968.7835236,897516.2791,947.3733578,7.773306659,-1.6046317890000001,7120,-774,4490,1346.345592,466792.6912,683.2222853,7.514034064,1.491027409,5264,-2950,603.0068796,329131.6462,3821,8994843.407,12682849.87,60066657,116009373,23271507,3.103431708,2.9677961489999998
11702,1,-2292,1000,686.3534986000001,434456.7344,659.1333206,2.859141657,-1.501424448,3292,-49,2294,1291.9209230000001,305820.9939,553.0108443,0.013159043,0.30355658,2343,-1574,408.8444272,128166.0291,2722,2584785.414,10480736.42,30149192,106819819,10697841,2.046666895,1.47897457
11703,1,-1535,1888,497.78058980000003,195108.0935,441.7104182,9.429785488,1.212376752,3423,-147,3823,1119.137642,251906.4834,501.9028625,14.17440906,2.6982570089999998,3970,-1079,277.182025,39869.8125,1623,1695220.8669999999,6164890.938999999,15858273,80158020,4917112,3.116569565,3.0959218010000003
11704,1,-545,262,177.14515590000002,20289.68359,142.4418604,1.6459399730000002,-0.220936565,807,382,1686,1047.006387,70939.55859,266.34481150000005,1.1410492859999999,0.20277651100000002,1304,59,242.58580959999998,4427.733397999999,376,571448.9877,5135596.171,2008346,70158232,3766264,2.474748707,1.60225325
11705,1,-747,1626,288.2501355,79855.1521,282.58653910000004,18.19236455,3.0919444210000004,2373,941,1450,1095.080362,15048.96484,122.67422240000002,-0.232795387,1.0147177840000001,509,-257,256.44809419999996,19715.14746,672,2171509.7180000003,7441348.085,5317641,76748864,4209000,3.0727292580000003,2.162691401
11706,1,-1525,1949,592.4846385,323185.5662,568.4941215,2.537404044,0.397817815,3474,29,1843,1184.0432779999999,151580.2556,389.33309080000004,0.39410304700000004,-0.497345497,1814,-653,299.1257835,47841.10718,1375,8965992.366,13731216.94,22466435,89725343,5726479,2.844553911,1.646748053
11707,1,-111,151,60.136173600000006,2769.003662,52.62132326,2.199136974,1.125782845,262,980,1078,1022.875061,287.78881839999997,16.96433961,0.663018298,0.05950068,98,69,194.31341469999998,1246.8532710000002,188,136209.7922,4371987.822,231447,66961497,2416493,1.904087893,3.0996348960000004
11708,1,-232,10,117.119597,1842.811523,42.92798066,1.123728008,0.063348209,242,990,1313,1058.442879,6320.029053,79.49861038,3.49605931,2.130470525,323,118,228.69155669999998,2535.978271,278,58111.57455,4363276.21,877888,71699285,3347189,2.88152312,1.876228113
11709,1,-777,3020,512.7601321999999,262361.115,512.2119825,17.94335417,3.376510857,3797,627,1441,1058.4406199999999,32088.986080000002,179.1339892,0.10344593,-0.41236447,814,-633,267.2838496,30130.09375,1137,6565596.9229999995,3772320.8189999997,16827069,71698979,4572202,3.185213583,1.867594875
11710,1,-1393,2505,550.5373795,280909.0273,530.0085163,8.751379365,1.316786904,3898,137,1872,1167.2044529999998,167478.1287,409.24091760000005,0.0057267509999999995,-0.341942329,1735,-881,286.7127537,51792.11304,1603,3346151.2139999997,13471568.53,19397850,87191439,5261069,3.022828767,1.833735329
11711,1,-1121,797,271.9314309,72069.37671,268.457402,4.697579377,-0.07636468099999999,1918,68,2137,1096.126319,157200.5225,396.48521089999997,1.56943929,0.296834249,2069,-49,287.3645333,20639.60938,821,1555330.5869999998,7261420.698,4732589,76895546,5285016,2.712033453,1.693646991
